,ID,area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surfaces,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface
9047,10199,194.0,375000.0,as new,2.0,3.0,semi equipped,no,,2660,243.0,0,0,,house,town,1,126
9048,10200,190.0,515000.0,good,3.0,5.0,installed,no,,1982,585.0,1,32,,house,house,0,0
9049,10201,153.0,199000.0,to be done up,4.0,3.0,installed,no,,6043,545.0,0,0,,house,villa,0,0
9050,10202,200.0,439000.0,to be done up,4.0,3.0,,no,,1861,1311.0,0,0,,house,house,0,0
9052,10204,1100.0,2950000.0,as new,4.0,7.0,installed,no,,9180,27067.0,0,0,True,house,villa,0,0
9054,10206,146.0,353500.0,,,3.0,,no,,9052,161.0,1,15,,house,house,0,0
9056,10208,181.0,387000.0,as new,4.0,3.0,installed,no,,3540,497.0,1,21,,house,villa,0,0
9057,10209,337.0,895000.0,as new,,4.0,hyper equipped,no,,3000,127.0,1,22,,house,mansion,0,0
9059,10211,121.0,95000.0,to renovate,2.0,2.0,installed,,,6031,119.0,0,0,,house,house,0,0
9062,10214,188.0,315000.0,good,4.0,4.0,semi equipped,no,,5574,2500.0,0,0,,house,house,0,0
9063,10215,132.0,395000.0,,,3.0,hyper equipped,no,,9200,228.0,0,0,,house,house,1,166
9064,10216,250.0,475000.0,good,,5.0,installed,no,,8000,275.0,1,6,,house,house,1,136
9065,10217,600.0,2250000.0,,4.0,5.0,installed,no,2.0,1180,2500.0,1,100,True,house,exceptiona,1,2000
9067,10220,185.0,442000.0,as new,4.0,4.0,hyper equipped,,,2220,885.0,0,0,,house,house,0,0
9068,10221,320.0,349000.0,just renovated,,4.0,,,,8650,425.0,0,0,,house,mixed,0,0
9069,10222,488.0,420000.0,as new,,5.0,,,,8800,600.0,0,0,,house,house,0,0
9070,10223,70.0,75000.0,good,3.0,2.0,,no,,4100,23.0,0,0,,house,house,0,0
9071,10224,178.0,190000.0,to be done up,,3.0,semi equipped,yes,,6560,604.0,0,0,,house,house,0,0
9072,10225,320.0,420000.0,good,4.0,4.0,installed,no,,9950,894.0,0,0,,house,house,0,0
9073,10226,130.0,180000.0,as new,,2.0,,,,9300,60.0,0,0,,house,house,0,0
9074,10227,231.0,299000.0,as new,3.0,2.0,semi equipped,no,,6800,589.0,0,0,,house,apartment,0,0
9075,10228,170.0,295000.0,,,3.0,,,,7760,448.0,0,0,,house,house,1,448
9076,10229,522.0,1080000.0,as new,,4.0,installed,no,,8820,4238.0,0,0,,house,villa,0,0
9077,10230,85.0,79500.0,to be done up,2.0,2.0,usa semi equipped,no,,7340,300.0,1,12,,house,house,1,250
9079,10233,650.0,2895000.0,good,4.0,6.0,installed,no,,1180,1516.0,1,50,,house,house,1,400
9081,10235,133.0,175000.0,good,2.0,2.0,installed,,,6600,200.0,0,0,,house,house,0,0
9082,10236,60.0,60000.0,to renovate,4.0,1.0,,,,4121,491.0,0,0,,house,bungalow,0,0
9084,10238,200.0,730000.0,,,5.0,,no,,1180,158.0,1,18,,house,exceptiona,1,85
9085,10239,151.0,365000.0,as new,3.0,4.0,usa hyper equipped,no,,7090,328.0,1,22,,house,house,1,328
9086,10240,125.0,285000.0,as new,4.0,3.0,usa hyper equipped,no,,5570,900.0,1,20,,house,house,1,800
9088,10242,135.0,138500.0,,2.0,3.0,,,,8600,338.0,0,0,,house,house,0,0
9089,10243,625.0,999000.0,good,2.0,5.0,,no,,1150,999.0,1,110,,house,mixed,1,600
9090,10244,215.0,575000.0,to be done up,4.0,3.0,installed,no,1.0,1430,2070.0,0,0,,house,villa,0,0
9091,10245,135.0,199000.0,to renovate,4.0,3.0,not installed,no,,4870,1888.0,1,20,,house,house,1,1700
9093,10247,245.0,429700.0,as new,4.0,3.0,installed,no,,8793,548.0,1,48,,house,villa,1,400
9094,10248,158.0,330000.0,as new,2.0,3.0,hyper equipped,no,1.0,9900,201.0,1,1,,house,house,1,1
9095,10249,375.0,1675000.0,,,5.0,,no,,8620,1495.0,0,0,True,house,villa,0,0
9096,10250,352.0,950000.0,good,2.0,4.0,semi equipped,no,,1020,149.0,1,30,,house,apartment,0,0
9097,10251,135.0,199000.0,good,2.0,2.0,installed,no,,9100,70.0,0,0,,house,house,0,0
9098,10252,165.0,615000.0,,2.0,4.0,hyper equipped,no,,1170,115.0,1,12,,house,house,1,21
9099,10253,143.0,200000.0,to renovate,,1.0,not installed,no,,1495,789.0,0,0,,house,house,0,0
9100,10254,220.0,385000.0,to be done up,2.0,5.0,installed,no,,1780,279.0,1,18,,house,house,1,190
9101,10256,145.0,286500.0,,3.0,3.0,,,,8760,460.0,0,0,,house,house,0,0
9102,10257,131.0,315000.0,,4.0,2.0,,,,2560,1737.0,0,0,,house,villa,0,0
9103,10258,137.0,435000.0,as new,3.0,4.0,installed,no,,1420,273.0,1,22,,house,house,0,0
9104,10259,512.0,600000.0,to be done up,2.0,11.0,installed,no,,1400,340.0,1,20,,house,apartment,0,0
9105,10260,375.0,750000.0,good,2.0,6.0,,no,,1020,420.0,1,30,,house,house,0,0
9106,10261,100.0,99900.0,to be done up,2.0,2.0,semi equipped,no,,4800,115.0,0,0,,house,house,0,0
9107,10263,750.0,3300000.0,good,4.0,8.0,hyper equipped,,,1404,44500.0,0,0,True,house,farmhouse,0,0
9108,10264,190.0,899000.0,as new,3.0,4.0,hyper equipped,no,,1150,405.0,0,0,,house,villa,1,300
9109,10265,120.0,249000.0,good,2.0,2.0,hyper equipped,yes,,4000,112.0,1,10,True,house,town,1,23
9110,10266,97.0,99000.0,,,2.0,,,,9230,326.0,0,0,,house,house,0,0
9111,10267,425.0,2495000.0,as new,4.0,5.0,hyper equipped,no,,1180,1667.0,1,64,,house,villa,1,1667
9112,10268,240.0,835000.0,to renovate,3.0,5.0,semi equipped,no,,3080,978.0,0,0,,house,house,1,500
9113,10269,323.0,325000.0,good,,5.0,installed,,,9900,280.0,0,0,,house,house,0,0
9114,10270,128.0,289000.0,,2.0,2.0,hyper equipped,no,,9550,164.0,0,0,,house,house,0,0
9115,10271,165.0,320000.0,to be done up,2.0,4.0,usa hyper equipped,no,,1070,152.0,0,0,,house,house,1,67
9116,10272,95.0,178000.0,good,2.0,3.0,semi equipped,no,,9300,40.0,0,0,,house,house,0,0
9117,10273,187.0,324000.0,as new,3.0,4.0,hyper equipped,no,1.0,3320,702.0,1,31,,house,house,1,567
9118,10274,450.0,2495000.0,as new,4.0,4.0,hyper equipped,,,1180,1050.0,0,0,,house,house,1,750
9119,10275,165.0,312500.0,as new,4.0,3.0,installed,no,,8750,329.0,0,0,,house,house,0,0
9121,10278,400.0,2399000.0,as new,4.0,5.0,hyper equipped,no,2.0,8000,334.0,1,100,,house,exceptiona,1,100
9123,10280,120.0,336416.0,,3.0,3.0,,no,,9700,466.0,0,0,,house,house,0,0
9124,10281,140.0,50000.0,good,4.0,2.0,installed,no,1.0,7033,800.0,1,20,,house,villa,0,0
9125,10282,165.0,340000.0,,,3.0,,,,1570,535.0,0,0,,house,house,0,0
9126,10283,126.0,279000.0,to be done up,2.0,4.0,,no,,1030,130.0,0,0,,house,house,0,0
9127,10284,185.0,499000.0,as new,2.0,2.0,semi equipped,no,,8790,225.0,0,0,,house,house,0,0
9128,10285,128.0,358500.0,as new,,4.0,,,,8000,160.0,1,12,,house,house,1,20
9129,10286,114.0,256984.0,,3.0,3.0,,no,,8790,346.0,0,0,,house,house,0,0
9130,10288,174.0,355000.0,as new,3.0,3.0,hyper equipped,no,,5020,1504.0,0,0,,house,house,0,0
9131,10289,160.0,299000.0,good,2.0,2.0,,no,,7033,300.0,1,26,,house,mixed,0,0
9134,10292,274.0,549000.0,as new,4.0,3.0,installed,no,,8500,870.0,0,0,,house,bungalow,0,0
9135,10293,140.0,193500.0,to be done up,2.0,2.0,installed,no,1.0,7500,78.0,1,5,,house,house,0,0
9136,10294,127.0,240000.0,as new,3.0,3.0,hyper equipped,no,,6840,360.0,1,21,,house,house,0,0
9137,10295,350.0,1290000.0,as new,4.0,4.0,,,1.0,1420,1600.0,0,0,,house,villa,0,0
9138,10296,164.0,287486.0,,3.0,3.0,,no,,8470,320.0,0,0,,house,house,0,0
9139,10297,162.0,250000.0,as new,4.0,4.0,installed,,,3700,2502.0,1,144,,house,house,1,415
9140,10298,163.0,258850.0,,2.0,3.0,hyper equipped,,,8830,166.0,0,0,,house,house,0,0
9141,10299,114.0,225000.0,as new,2.0,3.0,semi equipped,no,,2610,59.0,0,0,,house,house,0,0
9142,10300,183.0,295000.0,as new,4.0,2.0,installed,no,,6670,2220.0,1,25,,house,house,1,1700
9145,10303,155.0,306000.0,,3.0,3.0,installed,no,,2450,257.0,1,15,,house,house,0,0
9146,10304,347.0,600000.0,as new,2.0,5.0,hyper equipped,no,,1950,480.0,0,0,,house,house,1,207
9147,10305,129.0,130000.0,to renovate,2.0,2.0,not installed,no,,4020,91.0,0,0,,house,town,0,0
9148,10306,165.0,235000.0,good,2.0,1.0,installed,no,,2660,88.0,1,7,,house,house,0,0
9149,10307,125.0,190000.0,as new,3.0,2.0,semi equipped,no,,7390,189.0,1,10,,house,house,0,0
9150,10308,150.0,199000.0,good,2.0,3.0,semi equipped,no,,4102,74.0,0,0,,house,mixed,0,0
9152,10310,161.0,314000.0,as new,3.0,3.0,usa hyper equipped,no,,1360,240.0,0,0,,house,house,0,0
9153,10311,115.0,168000.0,good,,2.0,installed,no,,8520,183.0,0,0,,house,house,1,87
9155,10313,595.0,925000.0,,,6.0,,no,1.0,9220,795.0,0,0,,house,mansion,0,0
9156,10314,224.0,458930.0,,4.0,4.0,hyper equipped,,,5530,1000.0,0,0,,house,villa,0,0
9159,10317,351.0,675000.0,to be done up,2.0,4.0,hyper equipped,,,1020,170.0,1,5,,house,apartment,1,70
9160,10318,280.0,199000.0,to renovate,,4.0,,no,,9700,328.0,0,0,,house,house,0,0
9161,10319,160.0,380000.0,as new,2.0,5.0,usa installed,no,,1300,318.0,1,15,,house,mansion,1,300
9162,10320,100.0,199900.0,to renovate,2.0,3.0,semi equipped,no,,2220,640.0,0,0,,house,house,0,0
9164,10322,170.0,415000.0,good,2.0,4.0,installed,no,,9000,174.0,0,0,,house,house,1,100
9165,10323,147.0,261000.0,,,4.0,,,,8800,265.0,0,0,,house,villa,0,0
9166,10324,249.0,430000.0,good,4.0,4.0,installed,no,,8480,1545.0,0,0,,house,house,0,0
9167,10325,177.0,279000.0,to be done up,2.0,2.0,semi equipped,no,,4590,94.0,1,3,,house,mixed,0,0
9168,10326,180.0,315000.0,good,3.0,4.0,installed,no,,5030,317.0,0,0,,house,house,0,0
9169,10327,143.0,339000.0,as new,2.0,2.0,installed,no,,9000,51.0,0,0,,house,house,0,0
9170,10328,184.0,290000.0,to renovate,2.0,3.0,not installed,no,,9000,75.0,0,0,,house,house,0,0
9171,10330,135.0,142500.0,good,2.0,4.0,usa semi equipped,no,,7390,160.0,1,30,,house,house,0,0
9172,10331,80.0,217500.0,as new,3.0,2.0,,no,,8793,88.0,0,0,,house,house,0,0
9173,10332,170.0,179500.0,good,2.0,4.0,installed,no,,4100,200.0,1,30,,house,house,1,80
9174,10333,140.0,299000.0,,2.0,4.0,,no,,8000,207.0,0,0,,house,house,0,0
9175,10334,171.0,320000.0,as new,2.0,3.0,usa hyper equipped,no,,2880,325.0,1,9,,house,house,0,0
9176,10335,140.0,189000.0,as new,2.0,3.0,,,,4100,135.0,0,0,,house,house,0,0
9177,10337,153.0,339000.0,good,2.0,3.0,installed,no,1.0,1501,170.0,1,24,,house,house,0,0
9178,10338,152.0,320000.0,as new,,3.0,hyper equipped,no,,9406,307.0,0,0,,house,house,0,0
9180,10340,465.0,1650000.0,as new,4.0,5.0,installed,no,,2820,2497.0,1,100,,house,villa,0,0
9182,10342,184.0,550000.0,as new,3.0,3.0,hyper equipped,no,1.0,1400,3910.0,1,29,,house,house,1,3000
9183,10343,361.0,580000.0,good,,5.0,installed,no,,8800,813.0,0,0,,house,villa,1,1
9184,10344,178.0,225000.0,as new,3.0,3.0,installed,no,,7011,450.0,0,0,,house,house,0,0
9185,10345,260.0,249000.0,just renovated,4.0,4.0,installed,no,,5070,1170.0,1,30,,house,house,1,900
9186,10346,205.0,560000.0,,4.0,4.0,installed,,,2430,4916.0,0,0,,house,house,0,0
9187,10348,174.0,376000.0,good,,3.0,,no,,9180,867.0,0,0,,house,house,0,0
9188,10349,129.0,320000.0,,3.0,3.0,hyper equipped,,,8400,163.0,1,15,,house,villa,0,0
9189,10350,101.0,265000.0,to renovate,4.0,2.0,,no,,9030,312.0,0,0,,house,bungalow,0,0
9190,10351,297.0,619000.0,good,,4.0,installed,no,,1850,920.0,0,0,,house,house,1,400
9191,10352,200.0,180000.0,good,2.0,5.0,installed,no,,4800,215.0,1,10,,house,house,1,122
9192,10353,450.0,4000000.0,to renovate,4.0,3.0,,,1.0,1000,1961.0,1,44,,house,villa,0,0
9193,10354,175.0,325000.0,,3.0,3.0,,no,,9550,341.0,0,0,,house,house,0,0
9194,10355,200.0,325000.0,as new,3.0,2.0,,no,,9860,389.0,0,0,True,house,house,0,0
9195,10357,70.0,165000.0,good,,1.0,installed,no,,1400,365.0,0,0,,house,house,0,0
9196,10359,159.0,446191.0,,2.0,3.0,,no,,1600,363.0,0,0,,house,house,0,0
9197,10361,423.0,1090000.0,good,2.0,4.0,hyper equipped,no,,1000,221.0,0,0,,house,mixed,1,76
9198,10362,185.0,395000.0,just renovated,3.0,4.0,installed,no,,3071,200.0,0,0,,house,country,0,0
9199,10363,752.0,3200000.0,as new,2.0,6.0,hyper equipped,,,1050,395.0,0,0,,house,house,1,300
9201,10365,109.0,149000.0,good,2.0,3.0,installed,no,,6030,493.0,1,90,,house,house,1,300
9202,10366,180.0,324475.0,,3.0,3.0,,no,,2200,354.0,0,0,,house,house,0,0
9204,10369,185.0,339000.0,,4.0,4.0,semi equipped,no,,9950,625.0,0,0,,house,villa,1,520
9205,10370,144.0,199900.0,as new,2.0,3.0,installed,no,,4800,300.0,1,15,,house,town,1,180
9206,10371,178.0,450000.0,,3.0,3.0,installed,no,,9080,769.0,0,0,,house,villa,1,680
9207,10372,420.0,1250000.0,as new,3.0,4.0,hyper equipped,no,1.0,1200,2280.0,1,260,,house,exceptiona,0,0
9208,10373,94.0,218000.0,as new,2.0,2.0,,,,7080,135.0,0,0,,house,mixed,0,0
9210,10375,291.0,775000.0,as new,4.0,4.0,installed,no,,1755,9266.0,1,157,,house,house,1,8937
9211,10376,298.0,799000.0,as new,,5.0,,no,,1600,6197.0,1,81,True,house,villa,0,0
9212,10377,190.0,199000.0,good,3.0,3.0,usa hyper equipped,no,,7000,481.0,1,30,,house,house,1,350
9213,10378,150.0,254000.0,,,4.0,,,,8830,225.0,0,0,,house,house,0,0
9214,10379,258.0,405000.0,,,4.0,,,,1933,621.0,0,0,,house,house,0,0
9215,10380,212.0,299000.0,just renovated,2.0,4.0,installed,no,,9600,261.0,0,0,,house,mansion,0,0
9216,10381,135.0,345000.0,to renovate,3.0,4.0,semi equipped,no,,1850,1040.0,0,0,,house,house,0,0
9218,10383,150.0,415000.0,good,3.0,4.0,hyper equipped,no,1.0,1410,428.0,1,12,,house,house,0,0
9219,10384,180.0,350000.0,as new,3.0,4.0,installed,no,,2040,271.0,0,0,,house,house,0,0
9220,10385,287.0,275000.0,just renovated,2.0,3.0,installed,no,,8880,287.0,1,24,,house,house,1,176
9222,10387,222.0,725000.0,,4.0,3.0,installed,,,8300,630.0,0,0,,house,house,1,475
9223,10388,320.0,649000.0,,4.0,3.0,,no,,1731,650.0,0,0,,house,villa,0,0
9224,10392,550.0,799000.0,as new,,6.0,installed,,,9300,1009.0,0,0,,house,house,0,0
9225,10393,342.0,625000.0,,,1.0,,,,9690,234.0,0,0,,house,house,0,0
9227,10395,120.0,239000.0,good,2.0,2.0,,no,,9420,430.0,1,40,,house,house,1,300
9228,10396,187.0,425000.0,good,4.0,4.0,installed,no,,1490,1500.0,1,73,,house,villa,0,0
9229,10397,500.0,1250000.0,just renovated,4.0,5.0,hyper equipped,no,2.0,1300,2578.0,1,78,True,house,house,1,2300
9230,10398,198.0,449000.0,as new,4.0,2.0,,no,,9600,3030.0,0,0,,house,bungalow,0,0
9231,10399,350.0,495000.0,as new,,4.0,,,,1570,805.0,0,0,,house,house,0,0
9233,10401,165.0,268000.0,as new,2.0,4.0,,,,9200,92.0,0,0,,house,house,0,0
9234,10402,200.0,169000.0,to renovate,3.0,4.0,,,,9470,266.0,1,20,,house,house,0,0
9235,10403,125.0,349000.0,as new,3.0,3.0,hyper equipped,,,9300,107.0,1,25,,house,house,0,0
9236,10404,140.0,480000.0,to be done up,2.0,4.0,,no,,1050,70.0,1,7,,house,house,0,0
9237,10405,300.0,495000.0,good,4.0,4.0,installed,no,1.0,9230,1037.0,1,15,,house,villa,1,887
9239,10407,202.0,263000.0,as new,,3.0,installed,no,,8755,408.0,0,0,,house,house,0,0
9241,10409,320.0,285000.0,as new,3.0,5.0,not installed,no,,2260,405.0,1,27,,house,house,1,140
9242,10410,467.0,1100000.0,good,4.0,5.0,semi equipped,no,1.0,3570,16310.0,0,0,,house,villa,0,0
9243,10411,274.0,509000.0,as new,4.0,4.0,installed,no,,9890,447.0,0,0,,house,house,0,0
9244,10412,275.0,580000.0,to be done up,2.0,6.0,installed,no,,1200,460.0,0,0,,house,apartment,0,0
9245,10415,161.0,349000.0,good,3.0,3.0,usa installed,no,,1800,258.0,1,10,,house,house,0,0
9246,10416,110.0,189000.0,good,2.0,3.0,semi equipped,no,,4870,350.0,1,75,,house,house,1,190
9247,10417,159.0,242000.0,good,2.0,3.0,,no,,8755,306.0,0,0,,house,house,0,0
9249,10420,540.0,1680000.0,,4.0,5.0,installed,,1.0,1150,3255.0,1,20,,house,villa,0,0
9250,10421,342.0,1350000.0,,4.0,6.0,hyper equipped,no,1.0,9930,10413.0,0,0,,house,country,0,0
9251,10422,353.0,195000.0,good,,3.0,semi equipped,no,,4210,336.0,0,0,,house,house,0,0
9252,10424,186.0,520000.0,good,4.0,4.0,installed,no,,1420,744.0,1,62,,house,villa,0,0
9253,10425,331.0,2600000.0,good,,4.0,,no,1.0,1180,1425.0,0,0,,house,villa,0,0
9254,10426,385.0,1250000.0,as new,4.0,5.0,hyper equipped,no,,1410,3963.0,1,104,True,house,villa,1,3000
9255,10427,70.0,145000.0,,,1.0,semi equipped,no,,5030,46.0,0,0,,house,mixed,0,0
9256,10428,196.0,208000.0,,2.0,4.0,semi equipped,no,,6000,140.0,1,20,,house,house,1,75
9257,10429,200.0,370000.0,good,3.0,5.0,installed,no,,3140,323.0,0,0,,house,house,0,0
9259,10431,156.0,452500.0,,,3.0,installed,no,,9000,156.0,0,0,,house,house,0,0
9260,10432,275.0,595000.0,as new,4.0,3.0,installed,no,,8750,441.0,1,60,,house,villa,1,195
9261,10433,335.0,359000.0,to be done up,2.0,8.0,semi equipped,no,,4020,222.0,1,20,,house,mansion,1,100
9262,10434,162.0,394500.0,as new,3.0,4.0,installed,no,,9930,667.0,0,0,,house,house,0,0
9264,10437,185.0,179900.0,,3.0,3.0,,,,7950,450.0,0,0,,house,house,0,0
9266,10439,130.0,289900.0,,,3.0,,no,,9100,230.0,0,0,,house,house,0,0
9268,10441,200.0,240000.0,good,4.0,3.0,semi equipped,no,,7110,1960.0,0,0,,house,house,1,1340
9269,10442,152.0,329000.0,,,3.0,,,,2380,209.0,0,0,,house,house,0,0
9271,10444,177.0,339000.0,good,,5.0,,no,,8200,219.0,0,0,,house,house,0,0
9272,10445,162.0,392500.0,as new,3.0,3.0,hyper equipped,,,2870,575.0,0,0,,house,house,0,0
9273,10446,187.0,397500.0,as new,2.0,4.0,hyper equipped,,,9200,200.0,1,13,,house,house,0,0
9274,10448,120.0,330000.0,as new,2.0,4.0,usa installed,no,,5004,164.0,1,40,,house,house,1,110
9275,10449,90.0,325000.0,to renovate,3.0,2.0,installed,no,,3080,390.0,0,0,,house,house,1,300
9276,10450,200.0,195000.0,to be done up,3.0,3.0,not installed,no,,6680,470.0,0,0,,house,house,0,0
9278,10452,158.0,199900.0,good,2.0,2.0,installed,no,,6230,380.0,1,30,,house,house,1,290
9279,10453,268.0,308000.0,good,3.0,5.0,installed,no,,6940,617.0,1,21,,house,house,1,508
9280,10455,444.0,4050000.0,as new,4.0,5.0,hyper equipped,no,,8300,1450.0,0,0,True,house,house,0,0
9281,10456,427.0,349900.0,as new,3.0,5.0,usa hyper equipped,no,,6061,293.0,1,35,,house,town,1,100
9283,10458,450.0,390000.0,,4.0,3.0,hyper equipped,no,,6470,3693.0,0,0,,house,house,1,3300
9285,10460,201.0,725000.0,good,2.0,3.0,,no,,2018,171.0,0,0,,house,mansion,0,0
9286,10461,840.0,1190000.0,just renovated,2.0,7.0,hyper equipped,yes,,2060,117.0,1,86,,house,exceptiona,1,26
9288,10463,185.0,329000.0,,2.0,4.0,installed,no,,9500,110.0,1,14,,house,house,0,0
9289,10464,198.0,125000.0,good,2.0,4.0,installed,no,,4000,330.0,0,0,,house,house,0,0
9290,10465,165.0,365000.0,,,3.0,,,,1570,534.0,0,0,,house,house,0,0
9291,10466,130.0,595000.0,good,2.0,5.0,installed,no,,9000,52.0,0,0,,house,exceptiona,0,0
9292,10467,217.0,372000.0,as new,4.0,3.0,installed,no,1.0,3510,630.0,0,0,,house,house,0,0
9293,10468,136.0,255000.0,as new,2.0,3.0,,no,,8793,144.0,0,0,,house,house,0,0
9295,10471,232.0,179000.0,to be done up,,3.0,installed,no,,8970,175.0,1,19,,house,house,0,0
9296,10472,267.0,650000.0,good,4.0,6.0,installed,no,,6860,7792.0,0,0,,house,house,0,0
9298,10474,241.0,434087.0,,4.0,3.0,,,,8870,448.0,0,0,,house,villa,0,0
9299,10475,191.0,285000.0,,4.0,3.0,installed,no,,3740,729.0,0,0,,house,house,0,0
9300,10477,75.0,250000.0,,,3.0,,,,8670,180.0,0,0,,house,bungalow,0,0
9301,10479,187.0,335000.0,good,4.0,4.0,installed,no,,6900,819.0,1,40,,house,house,1,819
9302,10480,134.0,280000.0,just renovated,4.0,3.0,hyper equipped,,,4845,351.0,1,33,,house,bungalow,1,217
9305,10483,207.0,332000.0,,2.0,3.0,installed,no,,2560,136.0,1,11,,house,house,1,42
9306,10484,184.0,409026.0,,,3.0,hyper equipped,,,8700,452.0,0,0,,house,house,1,356
9307,10485,211.0,645000.0,to be done up,4.0,4.0,,no,,1420,2409.0,0,0,,house,villa,0,0
9308,10486,278.0,350000.0,good,4.0,4.0,hyper equipped,no,,1790,680.0,0,0,,house,bungalow,1,450
9309,10487,125.0,135000.0,,2.0,4.0,not installed,no,,4020,270.0,0,0,,house,house,1,100
9310,10488,140.0,369000.0,as new,,3.0,hyper equipped,no,,1600,170.0,0,0,,house,house,0,0
9311,10489,146.0,261000.0,,,4.0,,,,8800,265.0,0,0,,house,villa,0,0
9313,10491,173.0,525000.0,,,3.0,,no,,9800,238.0,1,16,,house,house,1,46
9314,10492,290.0,725000.0,as new,4.0,4.0,installed,,1.0,7850,3647.0,1,40,,house,villa,1,3400
9315,10493,135.0,395000.0,good,2.0,4.0,not installed,,,2800,60.0,1,17,,house,house,0,0
9316,10494,300.0,1100000.0,good,2.0,6.0,,no,,1030,480.0,0,0,,house,house,0,0
9317,10495,339.0,360000.0,to renovate,2.0,7.0,not installed,no,,6700,289.0,1,25,,house,house,1,200
9318,10496,239.0,265000.0,good,4.0,3.0,installed,,,6660,990.0,0,0,,house,country,0,0
9320,10498,153.0,442094.0,,,3.0,installed,no,,7181,568.0,1,30,,house,house,0,0
9321,10499,550.0,895000.0,,,8.0,,,,8000,270.0,0,0,,house,house,0,0
9322,10500,114.0,100000.0,to be done up,2.0,3.0,not installed,no,,4000,55.0,0,0,,house,house,0,0
9323,10501,220.0,339500.0,,,2.0,,no,,8600,1000.0,0,0,,house,house,1,1000
9326,10504,409.0,695000.0,,4.0,6.0,usa hyper equipped,no,,9260,1679.0,1,40,,house,house,1,1400
9327,10505,130.0,278000.0,just renovated,,4.0,,,,8800,180.0,0,0,,house,house,0,0
9328,10506,168.0,257000.0,,3.0,3.0,installed,no,,7800,241.0,0,0,,house,villa,0,0
9329,10507,135.0,155000.0,good,2.0,4.0,installed,no,,4100,192.0,1,30,,house,house,1,80
9330,10508,200.0,268000.0,,4.0,3.0,usa installed,no,,6032,100.0,1,83,,house,house,0,0
9331,10509,363.0,599000.0,good,,5.0,installed,no,,2960,1230.0,1,21,,house,villa,1,1780
9333,10512,751.0,5950000.0,as new,4.0,6.0,usa hyper equipped,no,,1150,3200.0,1,114,True,house,house,0,0
9334,10513,157.0,197500.0,to be done up,,3.0,semi equipped,no,,4460,234.0,0,0,,house,house,0,0
9335,10514,296.0,770000.0,,4.0,3.0,installed,no,,1380,1575.0,0,0,,house,villa,0,0
9336,10515,576.0,449000.0,good,2.0,5.0,semi equipped,,,9200,260.0,1,54,,house,mixed,0,0
9337,10516,188.0,345000.0,,,3.0,hyper equipped,no,,8820,374.0,0,0,,house,house,0,0
9338,10517,195.0,369000.0,,,3.0,installed,no,,9620,319.0,0,0,,house,house,0,0
9339,10518,121.0,232000.0,,,4.0,,,,8830,113.0,0,0,,house,house,0,0
9340,10520,116.0,245000.0,as new,2.0,3.0,usa hyper equipped,no,,4420,177.0,0,0,,house,house,1,120
9341,10521,140.0,369000.0,as new,,3.0,hyper equipped,no,,1600,170.0,0,0,,house,house,0,0
9342,10522,135.0,275000.0,,3.0,3.0,,,,9600,537.0,0,0,,house,house,0,0
9343,10523,177.0,395000.0,as new,2.0,4.0,hyper equipped,,,9200,200.0,1,13,,house,house,0,0
9344,10524,189.0,525000.0,good,3.0,3.0,installed,no,1.0,2860,783.0,0,0,,house,house,0,0
9345,10525,170.0,315000.0,good,,3.0,installed,no,,8792,239.0,0,0,,house,house,0,0
9346,10526,200.0,579000.0,as new,2.0,5.0,hyper equipped,,1.0,1180,100.0,1,6,,house,town,1,35
9347,10527,122.0,281894.0,as new,3.0,3.0,,,,4360,251.0,0,0,,house,house,0,0
9350,10531,150.0,325000.0,as new,,4.0,installed,no,,6940,1592.0,1,40,,house,villa,1,1100
9351,10532,172.0,449000.0,as new,,3.0,,,,8790,916.0,0,0,,house,house,0,0
9352,10533,104.0,235400.0,,3.0,3.0,,,,8560,270.0,0,0,,house,house,0,0
9354,10535,187.0,330000.0,to renovate,,3.0,installed,,,9620,17145.0,0,0,,house,house,0,0
9355,10536,143.0,299000.0,just renovated,1.0,3.0,hyper equipped,no,1.0,1800,100.0,1,29,,house,house,0,0
9357,10538,461.0,449000.0,good,3.0,4.0,semi equipped,no,,1541,861.0,0,0,,house,house,0,0
9358,10539,750.0,995000.0,as new,4.0,4.0,usa hyper equipped,,,7321,7800.0,1,350,True,house,exceptiona,0,0
9359,10540,177.0,352000.0,as new,3.0,4.0,installed,no,,8810,361.0,0,0,,house,house,0,0
9360,10541,145.0,300836.0,,3.0,3.0,,,,8790,401.0,0,0,,house,house,0,0
9361,10542,100.0,305000.0,as new,3.0,3.0,usa installed,,1.0,1460,350.0,1,20,,house,house,0,0
9362,10543,242.0,465000.0,as new,,3.0,hyper equipped,no,,9800,201.0,0,0,,house,house,0,0
9363,10544,179.0,100000.0,to be done up,3.0,2.0,installed,no,,7300,394.0,0,0,,house,house,0,0
9364,10545,120.0,149000.0,good,3.0,3.0,installed,no,,6953,135.0,0,0,,house,house,1,135
9365,10546,172.0,249000.0,to be done up,,4.0,installed,,,9660,631.0,0,0,,house,house,1,650
9366,10547,182.0,235000.0,to renovate,3.0,3.0,,no,,7300,655.0,1,24,,house,mansion,1,564
9367,10548,141.0,335000.0,,3.0,3.0,installed,no,,8730,242.0,0,0,,house,house,0,0
