,ID,area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surfaces,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface
9368,10549,110.0,230000.0,to be done up,2.0,3.0,semi equipped,no,,1490,187.0,1,23,,house,house,0,0
9369,10550,206.0,389000.0,,2.0,3.0,installed,,,2630,210.0,0,0,,house,house,1,162
9371,10552,180.0,400000.0,just renovated,4.0,4.0,installed,no,,1476,652.0,0,0,,house,villa,0,0
9372,10553,247.0,165000.0,to renovate,4.0,4.0,not installed,no,,6640,400.0,0,0,,house,house,1,300
9373,10554,128.0,85000.0,,2.0,2.0,semi equipped,no,,5630,295.0,1,15,,house,house,1,100
9374,10555,157.0,323569.0,,3.0,4.0,,no,,2200,324.0,0,0,,house,house,0,0
9375,10556,120.0,169000.0,to be done up,2.0,3.0,semi equipped,no,,4051,138.0,1,50,,house,house,0,0
9376,10557,500.0,640000.0,good,4.0,6.0,installed,yes,1.0,5330,10000.0,0,0,,house,exceptiona,0,0
9378,10559,160.0,389000.0,as new,,2.0,hyper equipped,no,,2970,280.0,0,0,,house,house,0,0
9379,10560,180.0,411315.0,,4.0,3.0,,no,,1674,648.0,0,0,,house,house,0,0
9382,10563,138.0,305000.0,,,4.0,,,,8770,193.0,0,0,,house,house,0,0
9384,10565,160.0,245000.0,good,2.0,3.0,semi equipped,yes,,4000,82.0,0,0,,house,apartment,0,0
9385,10566,302.0,889000.0,as new,4.0,4.0,usa hyper equipped,,,1730,4529.0,0,0,,house,mixed,0,0
9386,10567,675.0,850000.0,good,4.0,5.0,installed,no,1.0,8570,4242.0,1,40,,house,house,0,0
9387,10568,200.0,299000.0,to be done up,3.0,4.0,hyper equipped,no,,9600,345.0,1,24,,house,house,1,200
9390,10571,190.0,549000.0,as new,4.0,4.0,installed,,,1410,532.0,1,22,,house,villa,0,0
9391,10572,176.0,230000.0,good,,4.0,installed,no,,3300,186.0,0,0,,house,house,1,15
9392,10573,317.0,499000.0,good,4.0,5.0,semi equipped,no,,7890,2616.0,0,0,,house,country,0,0
9393,10574,148.0,155000.0,,3.0,3.0,,,,2400,1173.0,0,0,,house,house,0,0
9395,10576,100.0,247500.0,as new,2.0,3.0,,no,,8793,111.0,0,0,,house,house,0,0
9396,10577,130.0,299000.0,good,4.0,3.0,installed,no,,4520,1561.0,1,100,,house,house,1,1080
9397,10578,160.0,530000.0,to renovate,4.0,5.0,not installed,no,,1300,4234.0,0,0,,house,villa,0,0
9398,10579,140.0,270000.0,as new,4.0,4.0,installed,no,,6180,600.0,1,30,,house,villa,1,530
9399,10580,205.0,198500.0,to be done up,2.0,4.0,semi equipped,no,,4870,160.0,1,15,,house,house,1,50
9400,10581,235.0,525000.0,good,,3.0,installed,no,,1850,596.0,1,35,,house,villa,0,0
9401,10582,315.0,1050000.0,,2.0,7.0,,no,,1050,193.0,1,8,,house,apartment,1,100
9402,10584,362.0,539000.0,good,4.0,5.0,installed,,,5377,2200.0,1,40,True,house,house,1,2043
9404,10588,160.0,300000.0,,3.0,3.0,installed,no,,3890,432.0,1,9,,house,house,1,180
9405,10589,190.0,185000.0,good,2.0,4.0,installed,,,9300,200.0,0,0,,house,house,1,120
9406,10591,300.0,530000.0,good,2.0,4.0,installed,,,1190,213.0,0,0,,house,house,1,70
9407,10592,380.0,725000.0,good,4.0,3.0,installed,no,1.0,9051,2317.0,0,0,,house,villa,0,0
9408,10593,143.0,170000.0,,4.0,4.0,installed,,,4347,644.0,0,0,,house,house,0,0
9410,10596,600.0,1750000.0,to renovate,4.0,10.0,,,,3071,20000.0,1,40,,house,castle,0,0
9412,10599,193.0,300500.0,as new,3.0,3.0,,no,,2222,363.0,0,0,,house,house,0,0
9413,10600,324.0,1195000.0,,,4.0,,,,8000,140.0,0,0,,house,house,0,0
9414,10602,167.0,295000.0,as new,3.0,3.0,semi equipped,no,,1421,217.0,1,40,,house,house,0,0
9415,10603,400.0,290000.0,to be done up,2.0,6.0,semi equipped,no,,4500,160.0,0,0,,house,house,1,300
9416,10604,160.0,354000.0,good,4.0,3.0,installed,no,1.0,4800,690.0,1,15,,house,house,1,300
9418,10606,438.0,239000.0,to renovate,,4.0,installed,no,,9660,384.0,0,0,,house,house,0,0
9419,10607,228.0,549750.0,,3.0,5.0,not installed,,,1325,908.0,0,0,,house,house,0,0
9421,10609,241.0,450000.0,as new,3.0,4.0,hyper equipped,no,,2930,261.0,0,0,,house,house,0,0
9423,10611,600.0,680000.0,good,3.0,7.0,installed,no,,9600,270.0,0,0,,house,house,0,0
9424,10612,145.0,329000.0,as new,,4.0,hyper equipped,no,,9820,251.0,1,37,,house,house,0,0
9427,10615,194.0,650000.0,to be done up,2.0,4.0,usa hyper equipped,no,,1160,150.0,0,0,,house,house,1,50
9429,10617,162.0,289500.0,good,,3.0,hyper equipped,no,,8434,193.0,0,0,,house,house,0,0
9431,10619,343.0,415000.0,as new,4.0,3.0,installed,,,4621,2355.0,1,25,,house,mixed,1,2000
9434,10622,485.0,1980000.0,,3.0,7.0,hyper equipped,no,,1040,565.0,0,0,,house,house,1,365
9435,10623,752.0,3200000.0,,2.0,6.0,hyper equipped,no,,1050,400.0,1,50,,house,mansion,1,300
9436,10624,160.0,369000.0,good,2.0,3.0,installed,no,,2900,188.0,1,27,,house,house,1,84
9437,10625,171.0,320000.0,good,3.0,3.0,hyper equipped,no,,9420,762.0,0,0,,house,house,0,0
9438,10626,183.0,239000.0,as new,2.0,4.0,,yes,,9600,315.0,0,0,,house,house,0,0
9439,10627,197.0,179000.0,good,2.0,5.0,hyper equipped,no,,6040,180.0,0,0,,house,house,0,0
9441,10630,168.0,299000.0,as new,2.0,4.0,installed,no,,8553,105.0,0,0,,house,house,0,0
9442,10631,197.0,390350.0,,,5.0,,,,2590,319.0,0,0,,house,house,0,0
9443,10632,125.0,282500.0,,2.0,3.0,installed,no,,9600,234.0,0,0,,house,house,0,0
9444,10633,209.0,210000.0,,2.0,3.0,semi equipped,no,1.0,7500,66.0,1,5,,house,house,0,0
9445,10636,241.0,495000.0,to be done up,3.0,4.0,installed,,1.0,1400,835.0,0,0,,house,mansion,0,0
9446,10637,308.0,895000.0,good,4.0,4.0,hyper equipped,,,1300,2500.0,1,62,True,house,villa,1,2000
9447,10639,400.0,1190000.0,good,4.0,5.0,usa installed,no,,3090,1379.0,0,0,,house,exceptiona,1,850
9449,10641,291.0,249000.0,to restore,3.0,4.0,semi equipped,no,,4480,2792.0,0,0,,house,mixed,1,2446
9450,10642,218.0,550000.0,to be done up,2.0,4.0,installed,no,,1200,165.0,1,30,,house,house,1,75
9451,10643,115.0,99000.0,to renovate,3.0,2.0,semi equipped,no,,6001,60.0,1,5,,house,house,0,0
9452,10644,2280.0,2500000.0,to be done up,4.0,15.0,,no,10.0,4590,472724.0,1,80,,house,exceptiona,1,76020
9453,10646,154.0,286500.0,good,3.0,3.0,installed,no,,8480,340.0,0,0,,house,house,0,0
9454,10647,375.0,2200000.0,good,4.0,5.0,,no,,8300,658.0,0,0,True,house,villa,1,500
9455,10649,516.0,920000.0,,4.0,5.0,,no,1.0,1860,1780.0,1,37,,house,villa,1,1080
9456,10650,175.0,359000.0,good,3.0,3.0,installed,no,,8840,462.0,0,0,,house,house,0,0
9457,10651,297.0,400000.0,as new,3.0,5.0,usa installed,no,,7190,1000.0,1,109,,house,house,1,900
9458,10652,196.0,649000.0,as new,2.0,4.0,usa hyper equipped,no,,1160,300.0,1,35,,house,house,1,190
9459,10653,137.0,254800.0,,2.0,3.0,,,,8760,272.0,0,0,,house,house,0,0
9460,10654,136.0,110000.0,to be done up,2.0,2.0,,,,4620,180.0,0,0,,house,house,0,0
9461,10655,149.0,293000.0,as new,3.0,3.0,,no,,8800,351.0,0,0,,house,house,0,0
9462,10656,181.0,375000.0,just renovated,4.0,3.0,hyper equipped,no,,9570,1124.0,1,100,,house,house,1,1000
9463,10657,140.0,253300.0,as new,3.0,3.0,,no,,8800,261.0,0,0,,house,house,0,0
9464,10658,108.0,310000.0,to be done up,4.0,3.0,installed,no,,4120,2815.0,1,88,,house,house,1,2730
9465,10659,600.0,2800000.0,as new,4.0,5.0,hyper equipped,no,,1000,2363.0,0,0,,house,house,1,1500
9466,10660,130.0,135000.0,to be done up,,2.0,semi equipped,no,,8580,170.0,0,0,,house,house,1,80
9467,10662,349.0,685000.0,good,4.0,6.0,installed,no,,1850,846.0,0,0,,house,villa,0,0
9468,10663,205.0,795000.0,good,2.0,4.0,hyper equipped,no,,1000,170.0,1,10,True,house,house,1,85
9469,10664,390.0,689000.0,good,,4.0,installed,no,,2980,1925.0,0,0,,house,villa,0,0
9470,10665,736.0,3300000.0,good,4.0,7.0,hyper equipped,,,2000,397.0,0,0,,house,exceptiona,0,0
9471,10667,130.0,339000.0,,,5.0,semi equipped,no,,4458,1704.0,0,0,,house,house,1,1300
9472,10669,157.0,519000.0,as new,4.0,4.0,installed,no,,8770,421.0,0,0,,house,house,0,0
9474,10674,160.0,359000.0,good,3.0,3.0,semi equipped,,,9200,1517.0,0,0,,house,house,0,0
9475,10676,306.0,249500.0,as new,2.0,3.0,,no,,8490,279.0,1,10,,house,house,1,63
9477,10678,217.0,200000.0,just renovated,3.0,3.0,installed,no,,7080,1839.0,0,0,,house,house,0,0
9478,10679,163.0,275000.0,good,2.0,2.0,,no,,9550,433.0,0,0,,house,house,0,0
9479,10680,140.0,257500.0,as new,2.0,3.0,,,,9600,283.0,0,0,,house,house,1,160
9480,10681,275.0,425000.0,,4.0,5.0,,,2.0,4830,1500.0,1,20,,house,villa,0,0
9482,10683,134.0,232000.0,,3.0,3.0,,no,,8650,268.0,0,0,,house,house,0,0
9483,10684,191.0,375000.0,good,,4.0,installed,no,,1420,479.0,0,0,,house,villa,0,0
9484,10685,440.0,550000.0,to be done up,4.0,4.0,,no,,7700,892.0,0,0,,house,house,1,455
9485,10687,147.0,292600.0,,3.0,3.0,not installed,no,,2830,303.0,1,25,,house,house,0,0
9487,10690,174.0,370435.0,,3.0,3.0,installed,,,8800,280.0,0,0,,house,villa,0,0
9488,10691,155.0,303000.0,,3.0,3.0,installed,no,,2450,239.0,1,15,,house,house,0,0
9491,10694,150.0,179000.0,good,3.0,3.0,hyper equipped,no,,4460,134.0,0,0,,house,house,0,0
9492,10695,180.0,255000.0,as new,3.0,4.0,,,,1480,766.0,1,25,,house,villa,1,700
9493,10696,136.0,389000.0,as new,4.0,2.0,,no,,2880,537.0,0,0,,house,house,0,0
9494,10697,123.0,217500.0,as new,3.0,3.0,usa installed,no,,6030,126.0,0,0,,house,house,1,64
9495,10698,328.0,625000.0,good,4.0,5.0,,no,1.0,1325,1283.0,0,0,True,house,house,0,0
9496,10699,106.0,130000.0,good,2.0,2.0,installed,no,,7370,121.0,1,32,,house,house,0,0
9497,10700,173.0,229000.0,to be done up,2.0,2.0,installed,no,,8400,103.0,0,0,,house,house,0,0
9498,10701,180.0,395000.0,as new,3.0,6.0,installed,no,1.0,4219,1491.0,0,0,,house,house,1,1491
9499,10703,222.0,1100000.0,good,4.0,5.0,hyper equipped,no,,8301,580.0,0,0,,house,villa,0,0
9500,10704,216.0,363300.0,as new,2.0,4.0,hyper equipped,,,2850,150.0,0,0,,house,town,0,0
9501,10706,409.0,3395000.0,as new,4.0,4.0,hyper equipped,,,8300,700.0,1,12,True,house,villa,0,0
9502,10707,541.0,995000.0,to renovate,2.0,,,no,,6000,140.0,0,0,,house,mixed,0,0
9505,10710,163.0,215000.0,to be done up,2.0,4.0,semi equipped,no,,4020,45.0,1,5,,house,apartment,0,0
9506,10711,182.0,495000.0,as new,4.0,4.0,,,,9680,1086.0,0,0,,house,house,0,0
9508,10713,550.0,2750000.0,good,2.0,,semi equipped,no,,1050,512.0,1,20,,house,mixed,1,50
9509,10714,174.0,405000.0,as new,2.0,2.0,hyper equipped,no,,2800,92.0,1,4,,house,town,1,40
9511,10716,580.0,5250000.0,as new,4.0,5.0,hyper equipped,,,8300,697.0,1,49,,house,villa,0,0
9512,10717,138.0,280000.0,as new,,3.0,hyper equipped,no,,8470,169.0,0,0,,house,house,0,0
9513,10718,185.0,250000.0,to renovate,4.0,5.0,not installed,no,,1325,733.0,0,0,,house,villa,1,733
9514,10720,204.0,235000.0,,,3.0,,no,,9860,305.0,0,0,,house,house,0,0
9515,10721,258.0,425000.0,good,4.0,4.0,,no,,3380,795.0,1,35,,house,villa,1,280
9516,10725,91.0,130000.0,to be done up,3.0,3.0,,no,,6040,405.0,0,0,,house,house,0,0
9518,10727,100.0,199000.0,just renovated,2.0,2.0,installed,no,,1400,65.0,1,10,,house,house,0,0
9519,10728,264.0,340000.0,to be done up,3.0,3.0,installed,no,,3384,1766.0,1,12,,house,house,0,0
9521,10730,291.0,249000.0,to restore,3.0,4.0,semi equipped,no,,4480,2792.0,0,0,,house,house,1,2446
9522,10731,196.0,362500.0,to renovate,4.0,4.0,semi equipped,no,,2820,1500.0,1,21,,house,house,1,1304
9523,10732,135.0,255000.0,,3.0,2.0,,,,5550,110.0,1,15,,house,house,0,0
9524,10733,175.0,269000.0,,2.0,2.0,,,,8400,139.0,0,0,,house,house,0,0
9525,10734,170.0,379000.0,,3.0,6.0,installed,no,,5100,300.0,1,25,,house,house,1,150
9526,10735,167.0,495000.0,to be done up,,4.0,installed,no,,1600,2860.0,0,0,,house,house,0,0
9527,10736,291.0,255000.0,to be done up,4.0,4.0,semi equipped,no,,6630,4048.0,0,0,,house,house,0,0
9528,10737,130.0,277500.0,,3.0,3.0,,,,8760,386.0,0,0,,house,house,0,0
9529,10738,238.0,399000.0,to be done up,2.0,3.0,,no,1.0,1020,140.0,1,7,,house,mansion,1,54
9530,10739,241.0,875000.0,good,4.0,5.0,installed,no,,1950,599.0,0,0,,house,house,0,0
9531,10740,135.0,339000.0,just renovated,2.0,3.0,hyper equipped,,,1745,200.0,0,0,,house,house,0,0
9532,10741,161.0,268680.0,,2.0,3.0,,,,8830,241.0,0,0,,house,house,0,0
9534,10744,450.0,599000.0,,,4.0,,,,8370,280.0,0,0,,house,house,0,0
9535,10745,200.0,920000.0,just renovated,2.0,3.0,usa hyper equipped,no,,1150,60.0,1,45,,house,house,0,0
9536,10746,108.0,150000.0,good,,2.0,installed,no,,8540,357.0,0,0,,house,house,1,258
9537,10747,279.0,550000.0,,4.0,3.0,,,,8460,4807.0,0,0,,house,house,0,0
9538,10748,430.0,375000.0,just renovated,4.0,8.0,,no,,6210,500.0,0,0,,house,apartment,0,0
9540,10750,283.0,450000.0,good,4.0,3.0,installed,no,,3300,1052.0,0,0,,house,villa,1,524
9542,10752,163.0,189000.0,good,3.0,3.0,installed,no,,6230,355.0,0,0,,house,house,0,0
9543,10753,177.0,368000.0,as new,4.0,4.0,,no,,8810,490.0,0,0,,house,house,0,0
9544,10754,280.0,328000.0,,2.0,4.0,installed,no,,9040,120.0,1,20,,house,mixed,0,0
9545,10756,113.0,199000.0,good,2.0,3.0,installed,,,4101,293.0,1,45,,house,house,1,233
9546,10757,460.0,425000.0,good,4.0,3.0,installed,no,,3370,850.0,1,228,,house,house,1,94
9547,10758,245.0,265000.0,,2.0,4.0,semi equipped,no,,9600,237.0,0,0,,house,mansion,0,0
9548,10759,113.0,295000.0,good,,2.0,installed,no,,1420,644.0,0,0,,house,house,0,0
9549,10760,220.0,299000.0,as new,2.0,3.0,usa hyper equipped,no,,6180,147.0,1,50,,house,apartment,1,50
9550,10761,142.0,316500.0,as new,3.0,3.0,,no,,8700,250.0,0,0,,house,house,0,0
9551,10762,677.0,350000.0,good,4.0,5.0,installed,no,,6600,2268.0,0,0,,house,apartment,1,1300
9553,10764,335.0,899000.0,good,,4.0,hyper equipped,no,,8310,1145.0,0,0,,house,villa,0,0
9554,10765,212.0,499000.0,as new,2.0,2.0,installed,no,,8000,88.0,0,0,,house,house,0,0
9555,10766,185.0,375000.0,good,3.0,4.0,not installed,no,,4500,187.0,1,20,,house,house,0,0
9556,10767,3800.0,1580000.0,as new,4.0,4.0,usa installed,,,4840,54752.0,0,0,,house,farmhouse,0,0
9557,10768,130.0,219000.0,to be done up,3.0,3.0,installed,,,8790,976.0,0,0,,house,house,0,0
9559,10771,112.0,225000.0,good,4.0,2.0,installed,no,,5070,500.0,1,42,,house,house,1,360
9560,10772,380.0,775000.0,as new,3.0,5.0,hyper equipped,no,2.0,6700,1130.0,1,45,,house,exceptiona,0,0
9562,10775,225.0,239000.0,to be done up,,3.0,installed,no,,8840,592.0,0,0,,house,house,1,470
9563,10776,130.0,424000.0,as new,2.0,4.0,installed,no,,2640,175.0,1,21,,house,house,1,95
9564,10777,174.0,322800.0,as new,,4.0,hyper equipped,no,,5590,861.0,0,0,,house,villa,1,861
9565,10779,184.0,179000.0,good,2.0,5.0,installed,no,,4500,107.0,1,20,,house,house,0,0
9566,10780,114.0,300000.0,as new,,3.0,usa installed,no,,8340,157.0,0,0,,house,house,0,0
9568,10782,420.0,1200000.0,good,4.0,6.0,installed,no,1.0,7850,8656.0,0,0,,house,exceptiona,0,0
9570,10785,84.0,349000.0,just renovated,2.0,2.0,installed,no,,3050,54.0,1,41,,house,house,0,0
9571,10786,156.0,275000.0,,,3.0,installed,no,,8020,203.0,0,0,,house,house,0,0
9572,10787,339.0,360000.0,to renovate,2.0,7.0,not installed,no,,6700,289.0,1,25,,house,apartment,1,200
9573,10788,165.0,365000.0,,,3.0,,,,1570,535.0,0,0,,house,house,0,0
9575,10790,240.0,399000.0,to renovate,2.0,4.0,usa hyper equipped,no,,1190,110.0,1,25,,house,house,1,25
9576,10791,265.0,475000.0,good,4.0,5.0,semi equipped,no,,6680,3241.0,0,0,,house,house,0,0
9577,10792,117.0,311385.0,as new,3.0,3.0,usa hyper equipped,no,,7180,569.0,0,0,,house,house,0,0
9578,10793,436.0,725000.0,,4.0,7.0,,no,,8870,1980.0,0,0,,house,villa,0,0
9581,10797,215.0,375000.0,as new,4.0,6.0,installed,no,,5100,900.0,1,70,,house,villa,1,900
9582,10798,99.0,238000.0,as new,,2.0,installed,no,,8730,120.0,0,0,,house,house,0,0
9583,10799,130.0,410000.0,as new,3.0,2.0,usa hyper equipped,yes,,1600,250.0,1,10,,house,house,1,70
9584,10800,125.0,239000.0,good,2.0,2.0,,no,,9900,330.0,0,0,,house,house,0,0
9585,10801,92.0,235000.0,good,,2.0,,no,,8480,517.0,0,0,,house,house,0,0
9586,10802,280.0,150000.0,,2.0,4.0,not installed,no,,4460,573.0,1,70,,house,house,1,370
9587,10803,176.0,275000.0,,4.0,3.0,,,,2400,616.0,0,0,,house,house,0,0
9588,10804,109.0,269900.0,good,2.0,4.0,installed,no,,8800,194.0,0,0,,house,house,0,0
9589,10805,171.0,525000.0,to be done up,4.0,3.0,semi equipped,no,,9940,1988.0,1,12,,house,mixed,0,0
9590,10806,233.0,375000.0,good,,3.0,,no,,3010,195.0,1,27,,house,mixed,0,0
9591,10807,140.0,395000.0,,,3.0,hyper equipped,no,,9200,163.0,0,0,,house,house,1,98
9593,10810,146.0,369000.0,good,2.0,4.0,hyper equipped,no,,1800,174.0,0,0,,house,house,0,0
9594,10811,92.0,138000.0,just renovated,2.0,4.0,,no,,4020,91.0,1,7,,house,house,0,0
9595,10812,154.0,289000.0,,,3.0,,no,,8200,163.0,0,0,,house,house,0,0
9596,10813,180.0,420000.0,as new,4.0,4.0,usa installed,no,,1470,791.0,1,40,True,house,villa,1,432
9597,10815,340.0,950000.0,good,4.0,4.0,installed,no,,1840,1928.0,0,0,,house,villa,0,0
9599,10817,210.0,625000.0,as new,3.0,3.0,hyper equipped,,,2890,405.0,1,60,,house,house,1,294
9601,10820,170.0,449000.0,as new,4.0,4.0,installed,,,1315,1000.0,1,25,,house,villa,0,0
9602,10821,194.0,352020.0,,3.0,3.0,usa hyper equipped,no,,2300,227.0,1,16,,house,house,1,82
9603,10823,135.0,135000.0,to be done up,2.0,4.0,semi equipped,no,,6140,550.0,1,35,,house,house,1,250
9604,10824,228.0,550000.0,,2.0,4.0,installed,no,,3020,240.0,0,0,,house,house,0,0
9605,10825,255.0,592000.0,,4.0,4.0,installed,,,2970,2468.0,0,0,,house,villa,0,0
9608,10828,114.0,115000.0,good,2.0,3.0,usa installed,no,,7370,190.0,0,0,,house,house,0,0
9609,10829,150.0,265000.0,,3.0,4.0,,no,,9770,477.0,0,0,,house,house,0,0
9613,10836,82.0,95000.0,to renovate,3.0,2.0,not installed,,,4000,137.0,1,95,,house,house,0,0
9614,10837,398.0,925000.0,good,2.0,4.0,installed,no,,2000,96.0,0,0,,house,mansion,0,0
9615,10838,132.0,195000.0,good,2.0,3.0,installed,no,,9280,236.0,0,0,,house,house,0,0
9616,10839,90.0,289000.0,to be done up,2.0,3.0,semi equipped,no,,1420,340.0,1,10,,house,house,1,200
9617,10840,276.0,365000.0,to renovate,3.0,4.0,,no,,6840,840.0,1,30,,house,apartment,1,700
9618,10841,155.0,145000.0,to renovate,2.0,3.0,semi equipped,,,7322,190.0,1,30,,house,house,1,80
9619,10844,250.0,699000.0,good,4.0,3.0,hyper equipped,no,1.0,1750,1110.0,0,0,,house,villa,0,0
9620,10845,146.0,343500.0,,,3.0,,no,,9000,161.0,1,15,,house,house,0,0
9622,10847,304.0,920000.0,good,3.0,6.0,usa hyper equipped,no,,1190,320.0,1,15,,house,exceptiona,1,90
9623,10849,170.0,269000.0,as new,3.0,3.0,installed,no,,8560,246.0,0,0,,house,house,0,0
9624,10850,175.0,870000.0,as new,4.0,3.0,usa installed,no,1.0,1050,180.0,1,20,,house,house,0,0
9625,10851,335.0,855000.0,just renovated,2.0,5.0,hyper equipped,,,1070,135.0,1,40,,house,apartment,0,0
9626,10853,182.0,320000.0,just renovated,2.0,3.0,,,,9280,268.0,0,0,,house,house,1,226
9627,10854,430.0,999000.0,as new,4.0,8.0,usa hyper equipped,no,,1330,2016.0,1,47,,house,exceptiona,0,0
9628,10856,164.0,499000.0,good,4.0,2.0,installed,no,,8670,800.0,0,0,,house,villa,1,700
9629,10857,180.0,350000.0,good,,4.0,installed,no,,9870,637.0,0,0,,house,house,0,0
9630,10858,257.0,320000.0,,4.0,3.0,not installed,no,,4860,539.0,0,0,,house,villa,1,430
9633,10861,142.0,190000.0,good,3.0,2.0,installed,no,,7110,790.0,0,0,,house,house,1,700
9634,10862,125.0,310000.0,to renovate,2.0,4.0,,no,,3000,200.0,0,0,,house,house,0,0
9635,10863,180.0,389000.0,as new,3.0,3.0,,,,2400,316.0,0,0,,house,house,0,0
9636,10864,200.0,750000.0,good,4.0,4.0,installed,no,,1341,3200.0,1,40,True,house,house,0,0
9637,10865,162.0,259000.0,,3.0,3.0,semi equipped,,,9255,655.0,0,0,,house,house,0,0
9638,10867,180.0,330000.0,as new,4.0,4.0,usa hyper equipped,no,,6010,1508.0,1,40,,house,house,1,1300
9640,10869,160.0,249500.0,good,2.0,3.0,installed,no,,4100,1025.0,1,20,,house,house,1,900
9641,10870,155.0,169000.0,to be done up,4.0,2.0,not installed,no,,4480,494.0,1,25,,house,house,1,220
9642,10871,159.0,369000.0,,3.0,3.0,installed,no,,8200,258.0,0,0,,house,house,0,0
9643,10872,492.0,856000.0,to be done up,3.0,4.0,not installed,,1.0,9800,2400.0,1,75,,house,house,1,2000
9644,10874,170.0,585000.0,as new,2.0,3.0,hyper equipped,no,1.0,1180,81.0,1,17,,house,house,0,0
9645,10875,151.0,290000.0,,,3.0,,,,8470,204.0,0,0,,house,house,0,0
9646,10876,123.0,90000.0,to renovate,4.0,2.0,,,,4171,365.0,0,0,,house,house,0,0
9647,10877,224.0,344000.0,as new,3.0,3.0,installed,no,,2580,551.0,1,24,,house,house,0,0
9648,10878,145.0,615000.0,to renovate,2.0,3.0,semi equipped,no,,1000,59.0,0,0,,house,mixed,0,0
9649,10879,1200.0,2800000.0,good,2.0,32.0,installed,,,1800,524.0,1,2,,house,apartment,0,0
9650,10880,173.0,234000.0,to renovate,2.0,3.0,installed,no,,3300,347.0,1,32,,house,house,1,160
9651,10883,380.0,530000.0,good,4.0,6.0,installed,no,1.0,8870,1096.0,1,74,,house,house,1,768
9652,10884,145.0,86000.0,to renovate,2.0,2.0,semi equipped,no,,4100,191.0,0,0,,house,house,1,191
9653,10885,80.0,332000.0,to renovate,,1.0,not installed,no,,1600,1170.0,0,0,,house,country,0,0
9654,10887,128.0,265000.0,as new,,3.0,hyper equipped,no,,8370,156.0,1,20,,house,house,0,0
9655,10888,168.0,133000.0,to renovate,,4.0,semi equipped,no,,4102,151.0,0,0,,house,house,0,0
9656,10889,104.0,149500.0,to renovate,,3.0,semi equipped,no,,4520,186.0,0,0,,house,house,0,0
9657,10890,145.0,265000.0,good,3.0,4.0,installed,no,,5100,160.0,1,24,,house,house,0,0
9658,10891,200.0,99000.0,to restore,2.0,3.0,not installed,no,,7340,270.0,0,0,,house,house,1,270
9659,10892,200.0,415000.0,good,2.0,4.0,installed,no,,1140,120.0,1,35,,house,house,0,0
9660,10894,342.0,1449500.0,just renovated,2.0,5.0,hyper equipped,no,,2018,143.0,0,0,,house,mansion,1,35
9661,10895,287.0,275000.0,good,4.0,3.0,installed,,,4700,4345.0,0,0,,house,country,1,4000
9662,10896,500.0,4500000.0,to renovate,4.0,7.0,,,,1180,4700.0,0,0,True,house,villa,0,0
9663,10899,250.0,250000.0,good,,,not installed,no,,6762,272.0,0,0,,house,apartment,0,0
9664,10900,140.0,159000.0,,,4.0,,,,7700,140.0,0,0,,house,house,0,0
9665,10901,349.0,1097000.0,good,4.0,3.0,installed,no,1.0,9850,10870.0,0,0,,house,country,0,0
9666,10902,110.0,299000.0,good,2.0,3.0,hyper equipped,no,,4000,496.0,0,0,,house,house,1,320
9667,10903,132.0,247000.0,,4.0,3.0,installed,no,,7800,630.0,0,0,,house,villa,0,0
9668,10904,110.0,168000.0,to be done up,2.0,2.0,installed,,,8520,183.0,1,20,,house,house,1,95
9669,10905,130.0,262000.0,,,4.0,,,,8830,250.0,0,0,,house,house,0,0
9670,10906,135.0,374000.0,to be done up,4.0,3.0,installed,no,,8450,640.0,0,0,,house,bungalow,0,0
9671,10908,100.0,99000.0,to renovate,2.0,2.0,not installed,no,,4052,45.0,0,0,,house,house,0,0
9673,10910,231.0,310000.0,as new,3.0,3.0,hyper equipped,no,,9320,407.0,1,25,,house,house,1,200
9674,10911,196.0,695000.0,as new,,3.0,,no,,9992,2940.0,0,0,,house,house,0,0
9675,10912,250.0,175000.0,,,5.0,,no,,6750,695.0,0,0,,house,house,0,0
9676,10913,182.0,289500.0,as new,3.0,3.0,,no,,8600,177.0,0,0,,house,house,1,177
9678,10915,165.0,239000.0,to renovate,,3.0,semi equipped,no,,2900,187.0,0,0,,house,house,0,0
9679,10916,110.0,149500.0,,,2.0,,no,,8800,170.0,0,0,,house,house,0,0
9681,10918,180.0,290000.0,as new,2.0,3.0,hyper equipped,no,,6230,300.0,0,0,,house,house,0,0
