,ID,area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surfaces,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface,subtype,Province,Zone,zone_num
9338,10517,195.0,369000,,,3.0,installed,,,9620,319.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
9339,10518,121.0,232000,,,4.0,,,,8830,113.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9340,10520,116.0,245000,as new,2.0,3.0,usa hyper equipped,,,4420,177.0,0,0,,house,house,1,120,1,Liège,Wallonia_zone,2
9341,10521,140.0,369000,as new,,3.0,hyper equipped,,,1600,170.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
9342,10522,135.0,275000,,3.0,3.0,,,,9600,537.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
9343,10523,177.0,395000,as new,2.0,4.0,hyper equipped,,,9200,200.0,1,13,,house,house,0,0,1,East Flanders,Flanders_zone,3
9344,10524,189.0,525000,good,3.0,3.0,installed,,1.0,2860,783.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
9345,10525,170.0,315000,good,,3.0,installed,,,8792,239.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9346,10526,200.0,579000,as new,2.0,5.0,hyper equipped,,1.0,1180,100.0,1,6,,house,town,1,35,8,Brussel-Capital,Brussels_zone,1
9347,10527,122.0,281894,as new,3.0,3.0,,,,4360,251.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
9350,10531,150.0,325000,as new,,4.0,installed,,,6940,1592.0,1,40,,house,villa,1,1100,2,Luxembourg,Wallonia_zone,2
9351,10532,172.0,449000,as new,,3.0,,,,8790,916.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9352,10533,104.0,235400,,3.0,3.0,,,,8560,270.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9354,10535,187.0,330000,to renovate,,3.0,installed,,,9620,17145.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
9355,10536,143.0,299000,just renovated,1.0,3.0,hyper equipped,,1.0,1800,100.0,1,29,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
9357,10538,461.0,449000,good,3.0,4.0,semi equipped,,,1541,861.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
9358,10539,750.0,995000,as new,4.0,4.0,usa hyper equipped,,,7321,7800.0,1,350,True,house,exceptiona,0,0,5,Hainaut,Wallonia_zone,2
9359,10540,177.0,352000,as new,3.0,4.0,installed,,,8810,361.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9360,10541,145.0,300836,,3.0,3.0,,,,8790,401.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9361,10542,100.0,305000,as new,3.0,3.0,usa installed,,1.0,1460,350.0,1,20,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
9362,10543,242.0,465000,as new,,3.0,hyper equipped,,,9800,201.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
9363,10544,179.0,100000,to be done up,3.0,2.0,installed,,,7300,394.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
9364,10545,120.0,149000,good,3.0,3.0,installed,,,6953,135.0,0,0,,house,house,1,135,1,Luxembourg,Wallonia_zone,2
9365,10546,172.0,249000,to be done up,,4.0,installed,,,9660,631.0,0,0,,house,house,1,650,1,East Flanders,Flanders_zone,3
9366,10547,182.0,235000,to renovate,3.0,3.0,,,,7300,655.0,1,24,,house,mansion,1,564,6,Hainaut,Wallonia_zone,2
9367,10548,141.0,335000,,3.0,3.0,installed,,,8730,242.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9368,10549,110.0,230000,to be done up,2.0,3.0,semi equipped,,,1490,187.0,1,23,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
9369,10550,206.0,389000,,2.0,3.0,installed,,,2630,210.0,0,0,,house,house,1,162,1,Antwerp,Flanders_zone,3
9371,10552,180.0,400000,just renovated,4.0,4.0,installed,,,1476,652.0,0,0,,house,villa,0,0,2,Walloon Brabant,Wallonia_zone,2
9372,10553,247.0,165000,to renovate,4.0,4.0,not installed,,,6640,400.0,0,0,,house,house,1,300,1,Luxembourg,Wallonia_zone,2
9373,10554,128.0,85000,,2.0,2.0,semi equipped,,,5630,295.0,1,15,,house,house,1,100,1,Namur,Wallonia_zone,2
9374,10555,157.0,323569,,3.0,4.0,,,,2200,324.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
9375,10556,120.0,169000,to be done up,2.0,3.0,semi equipped,,,4051,138.0,1,50,,house,house,0,0,1,Liège,Wallonia_zone,2
9376,10557,500.0,640000,good,4.0,6.0,installed,yes,1.0,5330,10000.0,0,0,,house,exceptiona,0,0,5,Namur,Wallonia_zone,2
9378,10559,160.0,389000,as new,,2.0,hyper equipped,,,2970,280.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
9379,10560,180.0,411315,,4.0,3.0,,,,1674,648.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
9382,10563,138.0,305000,,,4.0,,,,8770,193.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9384,10565,160.0,245000,good,2.0,3.0,semi equipped,yes,,4000,82.0,0,0,,house,apartment,0,0,4,Liège,Wallonia_zone,2
9385,10566,302.0,889000,as new,4.0,4.0,usa hyper equipped,,,1730,4529.0,0,0,,house,mixed,0,0,3,Flemish Brabant,Flanders_zone,3
9386,10567,675.0,850000,good,4.0,5.0,installed,,1.0,8570,4242.0,1,40,,house,house,0,0,1,West Flanders,Flanders_zone,3
9387,10568,200.0,299000,to be done up,3.0,4.0,hyper equipped,,,9600,345.0,1,24,,house,house,1,200,1,East Flanders,Flanders_zone,3
9390,10571,190.0,549000,as new,4.0,4.0,installed,,,1410,532.0,1,22,,house,villa,0,0,2,Walloon Brabant,Wallonia_zone,2
9391,10572,176.0,230000,good,,4.0,installed,,,3300,186.0,0,0,,house,house,1,15,1,Flemish Brabant,Flanders_zone,3
9392,10573,317.0,499000,good,4.0,5.0,semi equipped,,,7890,2616.0,0,0,,house,country,0,0,7,Hainaut,Wallonia_zone,2
9393,10574,148.0,155000,,3.0,3.0,,,,2400,1173.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
9395,10576,100.0,247500,as new,2.0,3.0,,,,8793,111.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9396,10577,130.0,299000,good,4.0,3.0,installed,,,4520,1561.0,1,100,,house,house,1,1080,1,Liège,Wallonia_zone,2
9397,10578,160.0,530000,to renovate,4.0,5.0,not installed,,,1300,4234.0,0,0,,house,villa,0,0,2,Walloon Brabant,Wallonia_zone,2
9398,10579,140.0,270000,as new,4.0,4.0,installed,,,6180,600.0,1,30,,house,villa,1,530,2,Hainaut,Wallonia_zone,2
9399,10580,205.0,198500,to be done up,2.0,4.0,semi equipped,,,4870,160.0,1,15,,house,house,1,50,1,Liège,Wallonia_zone,2
9400,10581,235.0,525000,good,,3.0,installed,,,1850,596.0,1,35,,house,villa,0,0,2,Flemish Brabant,Flanders_zone,3
9401,10582,315.0,1050000,,2.0,7.0,,,,1050,193.0,1,8,,house,apartment,1,100,4,Brussel-Capital,Brussels_zone,1
9402,10584,362.0,539000,good,4.0,5.0,installed,,,5377,2200.0,1,40,True,house,house,1,2043,1,Namur,Wallonia_zone,2
9404,10588,160.0,300000,,3.0,3.0,installed,,,3890,432.0,1,9,,house,house,1,180,1,Limburg,Flanders_zone,3
9405,10589,190.0,185000,good,2.0,4.0,installed,,,9300,200.0,0,0,,house,house,1,120,1,East Flanders,Flanders_zone,3
9406,10591,300.0,530000,good,2.0,4.0,installed,,,1190,213.0,0,0,,house,house,1,70,1,Brussel-Capital,Brussels_zone,1
9407,10592,380.0,725000,good,4.0,3.0,installed,,1.0,9051,2317.0,0,0,,house,villa,0,0,2,East Flanders,Flanders_zone,3
9408,10593,143.0,170000,,4.0,4.0,installed,,,4347,644.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
9410,10596,600.0,1750000,to renovate,4.0,10.0,,,,3071,20000.0,1,40,,house,castle,0,0,13,Flemish Brabant,Flanders_zone,3
9412,10599,193.0,300500,as new,3.0,3.0,,,,2222,363.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
9413,10600,324.0,1195000,,,4.0,,,,8000,140.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9414,10602,167.0,295000,as new,3.0,3.0,semi equipped,,,1421,217.0,1,40,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
9415,10603,400.0,290000,to be done up,2.0,6.0,semi equipped,,,4500,160.0,0,0,,house,house,1,300,1,Liège,Wallonia_zone,2
9416,10604,160.0,354000,good,4.0,3.0,installed,,1.0,4800,690.0,1,15,,house,house,1,300,1,Liège,Wallonia_zone,2
9418,10606,438.0,239000,to renovate,,4.0,installed,,,9660,384.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
9419,10607,228.0,549750,,3.0,5.0,not installed,,,1325,908.0,0,0,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
9421,10609,241.0,450000,as new,3.0,4.0,hyper equipped,,,2930,261.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
9423,10611,600.0,680000,good,3.0,7.0,installed,,,9600,270.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
9424,10612,145.0,329000,as new,,4.0,hyper equipped,,,9820,251.0,1,37,,house,house,0,0,1,East Flanders,Flanders_zone,3
9427,10615,194.0,650000,to be done up,2.0,4.0,usa hyper equipped,,,1160,150.0,0,0,,house,house,1,50,1,Brussel-Capital,Brussels_zone,1
9429,10617,162.0,289500,good,,3.0,hyper equipped,,,8434,193.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9431,10619,343.0,415000,as new,4.0,3.0,installed,,,4621,2355.0,1,25,,house,mixed,1,2000,3,Liège,Wallonia_zone,2
9434,10622,485.0,1980000,,3.0,7.0,hyper equipped,,,1040,565.0,0,0,,house,house,1,365,1,Brussel-Capital,Brussels_zone,1
9435,10623,752.0,3200000,,2.0,6.0,hyper equipped,,,1050,400.0,1,50,,house,mansion,1,300,6,Brussel-Capital,Brussels_zone,1
9436,10624,160.0,369000,good,2.0,3.0,installed,,,2900,188.0,1,27,,house,house,1,84,1,Antwerp,Flanders_zone,3
9437,10625,171.0,320000,good,3.0,3.0,hyper equipped,,,9420,762.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
9438,10626,183.0,239000,as new,2.0,4.0,,yes,,9600,315.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
9439,10627,197.0,179000,good,2.0,5.0,hyper equipped,,,6040,180.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
9441,10630,168.0,299000,as new,2.0,4.0,installed,,,8553,105.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9442,10631,197.0,390350,,,5.0,,,,2590,319.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
9443,10632,125.0,282500,,2.0,3.0,installed,,,9600,234.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
9444,10633,209.0,210000,,2.0,3.0,semi equipped,,1.0,7500,66.0,1,5,,house,house,0,0,1,Hainaut,Wallonia_zone,2
9445,10636,241.0,495000,to be done up,3.0,4.0,installed,,1.0,1400,835.0,0,0,,house,mansion,0,0,6,Walloon Brabant,Wallonia_zone,2
9446,10637,308.0,895000,good,4.0,4.0,hyper equipped,,,1300,2500.0,1,62,True,house,villa,1,2000,2,Walloon Brabant,Wallonia_zone,2
9447,10639,400.0,1190000,good,4.0,5.0,usa installed,,,3090,1379.0,0,0,,house,exceptiona,1,850,5,Flemish Brabant,Flanders_zone,3
9449,10641,291.0,249000,to restore,3.0,4.0,semi equipped,,,4480,2792.0,0,0,,house,mixed,1,2446,3,Liège,Wallonia_zone,2
9450,10642,218.0,550000,to be done up,2.0,4.0,installed,,,1200,165.0,1,30,,house,house,1,75,1,Brussel-Capital,Brussels_zone,1
9451,10643,115.0,99000,to renovate,3.0,2.0,semi equipped,,,6001,60.0,1,5,,house,house,0,0,1,Hainaut,Wallonia_zone,2
9452,10644,2280.0,2500000,to be done up,4.0,15.0,,,10.0,4590,472724.0,1,80,,house,exceptiona,1,76020,5,Liège,Wallonia_zone,2
9453,10646,154.0,286500,good,3.0,3.0,installed,,,8480,340.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9454,10647,375.0,2200000,good,4.0,5.0,,,,8300,658.0,0,0,True,house,villa,1,500,2,West Flanders,Flanders_zone,3
9455,10649,516.0,920000,,4.0,5.0,,,1.0,1860,1780.0,1,37,,house,villa,1,1080,2,Flemish Brabant,Flanders_zone,3
9456,10650,175.0,359000,good,3.0,3.0,installed,,,8840,462.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9457,10651,297.0,400000,as new,3.0,5.0,usa installed,,,7190,1000.0,1,109,,house,house,1,900,1,Hainaut,Wallonia_zone,2
9458,10652,196.0,649000,as new,2.0,4.0,usa hyper equipped,,,1160,300.0,1,35,,house,house,1,190,1,Brussel-Capital,Brussels_zone,1
9459,10653,137.0,254800,,2.0,3.0,,,,8760,272.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9460,10654,136.0,110000,to be done up,2.0,2.0,,,,4620,180.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
9461,10655,149.0,293000,as new,3.0,3.0,,,,8800,351.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9462,10656,181.0,375000,just renovated,4.0,3.0,hyper equipped,,,9570,1124.0,1,100,,house,house,1,1000,1,East Flanders,Flanders_zone,3
9463,10657,140.0,253300,as new,3.0,3.0,,,,8800,261.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9464,10658,108.0,310000,to be done up,4.0,3.0,installed,,,4120,2815.0,1,88,,house,house,1,2730,1,Liège,Wallonia_zone,2
9465,10659,600.0,2800000,as new,4.0,5.0,hyper equipped,,,1000,2363.0,0,0,,house,house,1,1500,1,Brussel-Capital,Brussels_zone,1
9466,10660,130.0,135000,to be done up,,2.0,semi equipped,,,8580,170.0,0,0,,house,house,1,80,1,West Flanders,Flanders_zone,3
9467,10662,349.0,685000,good,4.0,6.0,installed,,,1850,846.0,0,0,,house,villa,0,0,2,Flemish Brabant,Flanders_zone,3
9468,10663,205.0,795000,good,2.0,4.0,hyper equipped,,,1000,170.0,1,10,True,house,house,1,85,1,Brussel-Capital,Brussels_zone,1
9469,10664,390.0,689000,good,,4.0,installed,,,2980,1925.0,0,0,,house,villa,0,0,2,Antwerp,Flanders_zone,3
9470,10665,736.0,3300000,good,4.0,7.0,hyper equipped,,,2000,397.0,0,0,,house,exceptiona,0,0,5,Antwerp,Flanders_zone,3
9471,10667,130.0,339000,,,5.0,semi equipped,,,4458,1704.0,0,0,,house,house,1,1300,1,Liège,Wallonia_zone,2
9472,10669,157.0,519000,as new,4.0,4.0,installed,,,8770,421.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9474,10674,160.0,359000,good,3.0,3.0,semi equipped,,,9200,1517.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
9475,10676,306.0,249500,as new,2.0,3.0,,,,8490,279.0,1,10,,house,house,1,63,1,West Flanders,Flanders_zone,3
9477,10678,217.0,200000,just renovated,3.0,3.0,installed,,,7080,1839.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
9478,10679,163.0,275000,good,2.0,2.0,,,,9550,433.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
9479,10680,140.0,257500,as new,2.0,3.0,,,,9600,283.0,0,0,,house,house,1,160,1,East Flanders,Flanders_zone,3
9480,10681,275.0,425000,,4.0,5.0,,,2.0,4830,1500.0,1,20,,house,villa,0,0,2,Liège,Wallonia_zone,2
9482,10683,134.0,232000,,3.0,3.0,,,,8650,268.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9483,10684,191.0,375000,good,,4.0,installed,,,1420,479.0,0,0,,house,villa,0,0,2,Walloon Brabant,Wallonia_zone,2
9484,10685,440.0,550000,to be done up,4.0,4.0,,,,7700,892.0,0,0,,house,house,1,455,1,Hainaut,Wallonia_zone,2
9485,10687,147.0,292600,,3.0,3.0,not installed,,,2830,303.0,1,25,,house,house,0,0,1,Antwerp,Flanders_zone,3
9487,10690,174.0,370435,,3.0,3.0,installed,,,8800,280.0,0,0,,house,villa,0,0,2,West Flanders,Flanders_zone,3
9488,10691,155.0,303000,,3.0,3.0,installed,,,2450,239.0,1,15,,house,house,0,0,1,Antwerp,Flanders_zone,3
9491,10694,150.0,179000,good,3.0,3.0,hyper equipped,,,4460,134.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
9492,10695,180.0,255000,as new,3.0,4.0,,,,1480,766.0,1,25,,house,villa,1,700,2,Walloon Brabant,Wallonia_zone,2
9493,10696,136.0,389000,as new,4.0,2.0,,,,2880,537.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
9494,10697,123.0,217500,as new,3.0,3.0,usa installed,,,6030,126.0,0,0,,house,house,1,64,1,Hainaut,Wallonia_zone,2
9495,10698,328.0,625000,good,4.0,5.0,,,1.0,1325,1283.0,0,0,True,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
9496,10699,106.0,130000,good,2.0,2.0,installed,,,7370,121.0,1,32,,house,house,0,0,1,Hainaut,Wallonia_zone,2
9497,10700,173.0,229000,to be done up,2.0,2.0,installed,,,8400,103.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9498,10701,180.0,395000,as new,3.0,6.0,installed,,1.0,4219,1491.0,0,0,,house,house,1,1491,1,Liège,Wallonia_zone,2
9499,10703,222.0,1100000,good,4.0,5.0,hyper equipped,,,8301,580.0,0,0,,house,villa,0,0,2,West Flanders,Flanders_zone,3
9500,10704,216.0,363300,as new,2.0,4.0,hyper equipped,,,2850,150.0,0,0,,house,town,0,0,8,Antwerp,Flanders_zone,3
9501,10706,409.0,3395000,as new,4.0,4.0,hyper equipped,,,8300,700.0,1,12,True,house,villa,0,0,2,West Flanders,Flanders_zone,3
9502,10707,541.0,995000,to renovate,2.0,,,,,6000,140.0,0,0,,house,mixed,0,0,3,Hainaut,Wallonia_zone,2
9505,10710,163.0,215000,to be done up,2.0,4.0,semi equipped,,,4020,45.0,1,5,,house,apartment,0,0,4,Liège,Wallonia_zone,2
9506,10711,182.0,495000,as new,4.0,4.0,,,,9680,1086.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
9508,10713,550.0,2750000,good,2.0,,semi equipped,,,1050,512.0,1,20,,house,mixed,1,50,3,Brussel-Capital,Brussels_zone,1
9509,10714,174.0,405000,as new,2.0,2.0,hyper equipped,,,2800,92.0,1,4,,house,town,1,40,8,Antwerp,Flanders_zone,3
9511,10716,580.0,5250000,as new,4.0,5.0,hyper equipped,,,8300,697.0,1,49,,house,villa,0,0,2,West Flanders,Flanders_zone,3
9512,10717,138.0,280000,as new,,3.0,hyper equipped,,,8470,169.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9513,10718,185.0,250000,to renovate,4.0,5.0,not installed,,,1325,733.0,0,0,,house,villa,1,733,2,Walloon Brabant,Wallonia_zone,2
9514,10720,204.0,235000,,,3.0,,,,9860,305.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
9515,10721,258.0,425000,good,4.0,4.0,,,,3380,795.0,1,35,,house,villa,1,280,2,Flemish Brabant,Flanders_zone,3
9516,10725,91.0,130000,to be done up,3.0,3.0,,,,6040,405.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
9518,10727,100.0,199000,just renovated,2.0,2.0,installed,,,1400,65.0,1,10,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
9519,10728,264.0,340000,to be done up,3.0,3.0,installed,,,3384,1766.0,1,12,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
9521,10730,291.0,249000,to restore,3.0,4.0,semi equipped,,,4480,2792.0,0,0,,house,house,1,2446,1,Liège,Wallonia_zone,2
9522,10731,196.0,362500,to renovate,4.0,4.0,semi equipped,,,2820,1500.0,1,21,,house,house,1,1304,1,Antwerp,Flanders_zone,3
9523,10732,135.0,255000,,3.0,2.0,,,,5550,110.0,1,15,,house,house,0,0,1,Namur,Wallonia_zone,2
9524,10733,175.0,269000,,2.0,2.0,,,,8400,139.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9525,10734,170.0,379000,,3.0,6.0,installed,,,5100,300.0,1,25,,house,house,1,150,1,Namur,Wallonia_zone,2
9526,10735,167.0,495000,to be done up,,4.0,installed,,,1600,2860.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
9527,10736,291.0,255000,to be done up,4.0,4.0,semi equipped,,,6630,4048.0,0,0,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
9528,10737,130.0,277500,,3.0,3.0,,,,8760,386.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9529,10738,238.0,399000,to be done up,2.0,3.0,,,1.0,1020,140.0,1,7,,house,mansion,1,54,6,Brussel-Capital,Brussels_zone,1
9530,10739,241.0,875000,good,4.0,5.0,installed,,,1950,599.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
9531,10740,135.0,339000,just renovated,2.0,3.0,hyper equipped,,,1745,200.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
9532,10741,161.0,268680,,2.0,3.0,,,,8830,241.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9534,10744,450.0,599000,,,4.0,,,,8370,280.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9535,10745,200.0,920000,just renovated,2.0,3.0,usa hyper equipped,,,1150,60.0,1,45,,house,house,0,0,1,Brussel-Capital,Brussels_zone,1
9536,10746,108.0,150000,good,,2.0,installed,,,8540,357.0,0,0,,house,house,1,258,1,West Flanders,Flanders_zone,3
9537,10747,279.0,550000,,4.0,3.0,,,,8460,4807.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9538,10748,430.0,375000,just renovated,4.0,8.0,,,,6210,500.0,0,0,,house,apartment,0,0,4,Hainaut,Wallonia_zone,2
9540,10750,283.0,450000,good,4.0,3.0,installed,,,3300,1052.0,0,0,,house,villa,1,524,2,Flemish Brabant,Flanders_zone,3
9542,10752,163.0,189000,good,3.0,3.0,installed,,,6230,355.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
9543,10753,177.0,368000,as new,4.0,4.0,,,,8810,490.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9544,10754,280.0,328000,,2.0,4.0,installed,,,9040,120.0,1,20,,house,mixed,0,0,3,East Flanders,Flanders_zone,3
9545,10756,113.0,199000,good,2.0,3.0,installed,,,4101,293.0,1,45,,house,house,1,233,1,Liège,Wallonia_zone,2
9546,10757,460.0,425000,good,4.0,3.0,installed,,,3370,850.0,1,228,,house,house,1,94,1,Flemish Brabant,Flanders_zone,3
9547,10758,245.0,265000,,2.0,4.0,semi equipped,,,9600,237.0,0,0,,house,mansion,0,0,6,East Flanders,Flanders_zone,3
9548,10759,113.0,295000,good,,2.0,installed,,,1420,644.0,0,0,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
9549,10760,220.0,299000,as new,2.0,3.0,usa hyper equipped,,,6180,147.0,1,50,,house,apartment,1,50,4,Hainaut,Wallonia_zone,2
9550,10761,142.0,316500,as new,3.0,3.0,,,,8700,250.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9551,10762,677.0,350000,good,4.0,5.0,installed,,,6600,2268.0,0,0,,house,apartment,1,1300,4,Luxembourg,Wallonia_zone,2
9553,10764,335.0,899000,good,,4.0,hyper equipped,,,8310,1145.0,0,0,,house,villa,0,0,2,West Flanders,Flanders_zone,3
9554,10765,212.0,499000,as new,2.0,2.0,installed,,,8000,88.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9555,10766,185.0,375000,good,3.0,4.0,not installed,,,4500,187.0,1,20,,house,house,0,0,1,Liège,Wallonia_zone,2
9556,10767,3800.0,1580000,as new,4.0,4.0,usa installed,,,4840,54752.0,0,0,,house,farmhouse,0,0,11,Liège,Wallonia_zone,2
9557,10768,130.0,219000,to be done up,3.0,3.0,installed,,,8790,976.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9559,10771,112.0,225000,good,4.0,2.0,installed,,,5070,500.0,1,42,,house,house,1,360,1,Namur,Wallonia_zone,2
9560,10772,380.0,775000,as new,3.0,5.0,hyper equipped,,2.0,6700,1130.0,1,45,,house,exceptiona,0,0,5,Luxembourg,Wallonia_zone,2
9562,10775,225.0,239000,to be done up,,3.0,installed,,,8840,592.0,0,0,,house,house,1,470,1,West Flanders,Flanders_zone,3
9563,10776,130.0,424000,as new,2.0,4.0,installed,,,2640,175.0,1,21,,house,house,1,95,1,Antwerp,Flanders_zone,3
9564,10777,174.0,322800,as new,,4.0,hyper equipped,,,5590,861.0,0,0,,house,villa,1,861,2,Namur,Wallonia_zone,2
9565,10779,184.0,179000,good,2.0,5.0,installed,,,4500,107.0,1,20,,house,house,0,0,1,Liège,Wallonia_zone,2
9566,10780,114.0,300000,as new,,3.0,usa installed,,,8340,157.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9568,10782,420.0,1200000,good,4.0,6.0,installed,,1.0,7850,8656.0,0,0,,house,exceptiona,0,0,5,Hainaut,Wallonia_zone,2
9570,10785,84.0,349000,just renovated,2.0,2.0,installed,,,3050,54.0,1,41,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
9571,10786,156.0,275000,,,3.0,installed,,,8020,203.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9572,10787,339.0,360000,to renovate,2.0,7.0,not installed,,,6700,289.0,1,25,,house,apartment,1,200,4,Luxembourg,Wallonia_zone,2
9573,10788,165.0,365000,,,3.0,,,,1570,535.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
9575,10790,240.0,399000,to renovate,2.0,4.0,usa hyper equipped,,,1190,110.0,1,25,,house,house,1,25,1,Brussel-Capital,Brussels_zone,1
9576,10791,265.0,475000,good,4.0,5.0,semi equipped,,,6680,3241.0,0,0,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
9577,10792,117.0,311385,as new,3.0,3.0,usa hyper equipped,,,7180,569.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
9578,10793,436.0,725000,,4.0,7.0,,,,8870,1980.0,0,0,,house,villa,0,0,2,West Flanders,Flanders_zone,3
9581,10797,215.0,375000,as new,4.0,6.0,installed,,,5100,900.0,1,70,,house,villa,1,900,2,Namur,Wallonia_zone,2
9582,10798,99.0,238000,as new,,2.0,installed,,,8730,120.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9583,10799,130.0,410000,as new,3.0,2.0,usa hyper equipped,yes,,1600,250.0,1,10,,house,house,1,70,1,Flemish Brabant,Flanders_zone,3
9584,10800,125.0,239000,good,2.0,2.0,,,,9900,330.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
9585,10801,92.0,235000,good,,2.0,,,,8480,517.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
9586,10802,280.0,150000,,2.0,4.0,not installed,,,4460,573.0,1,70,,house,house,1,370,1,Liège,Wallonia_zone,2
9587,10803,176.0,275000,,4.0,3.0,,,,2400,616.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
