,ID,area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surfaces,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface,subtype,Province,Zone,zone_num
3077,3468,180.0,499000,as new,2.0,3.0,hyper equipped,,,2530,120.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
3078,3469,170.0,252500,good,,4.0,,,,9100,126.0,0,0,,house,house,1,40,1,East Flanders,Flanders_zone,3
3079,3470,225.0,165000,as new,2.0,2.0,installed,,,5651,100.0,0,0,,house,house,0,0,1,Namur,Wallonia_zone,2
3081,3472,900.0,2600000,as new,4.0,6.0,hyper equipped,,,1640,4970.0,0,0,True,house,exceptiona,0,0,5,Flemish Brabant,Flanders_zone,3
3082,3473,210.0,235000,as new,2.0,3.0,not installed,,,4560,93.0,0,0,,house,house,1,93,1,Liège,Wallonia_zone,2
3086,3478,167.0,241000,,2.0,4.0,,,,3640,110.0,0,0,,house,house,0,0,1,Limburg,Flanders_zone,3
3087,3479,144.0,209000,to renovate,4.0,3.0,semi equipped,,,3520,584.0,0,0,,house,house,0,0,1,Limburg,Flanders_zone,3
3088,3480,225.0,525000,as new,,4.0,hyper equipped,,,9800,238.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
3089,3481,200.0,155000,good,3.0,5.0,installed,,,4000,258.0,0,0,,house,house,1,145,1,Liège,Wallonia_zone,2
3090,3482,260.0,495000,good,2.0,4.0,installed,,,8000,171.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3091,3483,212.0,335000,as new,3.0,3.0,,,,6230,308.0,1,40,,house,house,1,308,1,Hainaut,Wallonia_zone,2
3093,3485,237.0,419000,good,2.0,4.0,installed,,1.0,1800,293.0,1,30,,house,house,1,100,1,Flemish Brabant,Flanders_zone,3
3094,3486,244.0,1080000,,,3.0,,,,8300,869.0,0,0,,house,villa,0,0,2,West Flanders,Flanders_zone,3
3095,3487,168.0,299000,to renovate,4.0,2.0,semi equipped,,,3191,841.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
3096,3488,256.0,295000,to be done up,,4.0,,,,8530,400.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3097,3491,235.0,550000,as new,4.0,2.0,installed,,,3581,3500.0,0,0,,house,exceptiona,0,0,5,Limburg,Flanders_zone,3
3098,3492,155.0,181500,good,2.0,2.0,hyper equipped,,,4430,280.0,1,12,,house,house,1,200,1,Liège,Wallonia_zone,2
3099,3493,100.0,50000,good,4.0,2.0,semi equipped,,,6940,1008.0,0,0,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
3100,3495,140.0,350000,to renovate,4.0,3.0,not installed,,,1495,2400.0,0,0,,house,villa,1,2400,2,Walloon Brabant,Wallonia_zone,2
3101,3496,422.0,745000,good,,3.0,installed,,,8830,5390.0,0,0,True,house,villa,1,1,2,West Flanders,Flanders_zone,3
3102,3497,115.0,380000,good,4.0,2.0,not installed,,,1600,644.0,1,40,,house,house,1,350,1,Flemish Brabant,Flanders_zone,3
3104,3499,228.0,490200,as new,3.0,3.0,installed,,,4607,366.0,1,14,,house,house,0,0,1,Liège,Wallonia_zone,2
3105,3500,285.0,419000,as new,,5.0,,,,8870,195.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3106,3501,211.0,310000,good,3.0,3.0,installed,,,9060,387.0,0,0,,house,town,1,324,8,East Flanders,Flanders_zone,3
3108,3504,196.0,300500,as new,3.0,3.0,,,,2222,365.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
3110,3506,157.0,356410,,3.0,4.0,hyper equipped,,,5530,7500.0,1,16,,house,house,0,0,1,Namur,Wallonia_zone,2
3111,3507,625.0,749000,,4.0,6.0,,,1.0,4000,2730.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
3113,3509,194.0,348120,,3.0,3.0,usa hyper equipped,,,2300,195.0,1,16,,house,house,1,56,1,Antwerp,Flanders_zone,3
3115,3511,1700.0,500000,to renovate,2.0,,installed,,,1480,390.0,0,0,,house,mixed,0,0,3,Walloon Brabant,Wallonia_zone,2
3117,3514,357.0,1075000,good,2.0,,,,,9620,939.0,0,0,,house,apartment,0,0,4,East Flanders,Flanders_zone,3
3118,3515,60.0,92500,,4.0,2.0,installed,,,5540,191.0,1,10,,house,house,0,0,1,Namur,Wallonia_zone,2
3119,3516,200.0,720000,good,3.0,3.0,hyper equipped,,,1050,446.0,1,16,,house,house,1,300,1,Brussel-Capital,Brussels_zone,1
3120,3517,112.0,316578,as new,,3.0,,,,3370,132.0,1,17,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
3122,3519,432.0,2249000,as new,4.0,4.0,hyper equipped,,,3140,5500.0,0,0,True,house,exceptiona,0,0,5,Flemish Brabant,Flanders_zone,3
3123,3520,146.0,261000,,,4.0,,,,8830,265.0,0,0,,house,villa,0,0,2,West Flanders,Flanders_zone,3
3124,3521,106.0,237500,as new,2.0,3.0,,,,8793,112.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3125,3522,330.0,580000,good,4.0,4.0,installed,,,9860,1098.0,1,42,,house,house,1,1098,1,East Flanders,Flanders_zone,3
3126,3523,247.0,499000,as new,2.0,3.0,,,,9400,238.0,0,0,,house,mansion,0,0,6,East Flanders,Flanders_zone,3
3127,3525,140.0,257000,,,3.0,,,,8830,249.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3128,3528,197.0,280000,to be done up,3.0,4.0,installed,,,4040,418.0,0,0,,house,apartment,0,0,4,Liège,Wallonia_zone,2
3131,3532,186.0,550000,to be done up,4.0,4.0,installed,,,6700,2500.0,1,25,,house,house,1,2400,1,Luxembourg,Wallonia_zone,2
3132,3535,217.0,259000,good,,4.0,installed,,,6900,5.0,1,10,,house,house,1,5,1,Luxembourg,Wallonia_zone,2
3134,3538,192.0,599000,as new,4.0,4.0,hyper equipped,,,1330,824.0,1,27,,house,villa,1,824,2,Walloon Brabant,Wallonia_zone,2
3136,3540,76.0,210000,good,2.0,2.0,semi equipped,,,2610,54.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
3137,3541,180.0,398000,,2.0,4.0,,,,9572,1414.0,1,16,,house,house,0,0,1,East Flanders,Flanders_zone,3
3139,3543,216.0,375000,as new,3.0,4.0,hyper equipped,yes,,4280,140.0,1,9,,house,exceptiona,1,68,5,Liège,Wallonia_zone,2
3140,3544,358.0,285000,to renovate,3.0,4.0,,,,9700,833.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
3141,3546,120.0,229500,good,4.0,2.0,installed,,,4550,570.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
3142,3548,113.0,435000,to be done up,3.0,3.0,installed,,,1410,400.0,1,23,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
3145,3551,279.0,467500,as new,4.0,3.0,installed,,1.0,8791,1008.0,1,100,,house,house,1,830,1,West Flanders,Flanders_zone,3
3146,3552,188.0,98000,,2.0,3.0,installed,,,8870,243.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3147,3553,108.0,235000,good,2.0,3.0,usa installed,,,7860,343.0,1,30,,house,house,1,180,1,Hainaut,Wallonia_zone,2
3148,3554,450.0,1375000,,2.0,5.0,hyper equipped,,1.0,8000,350.0,0,0,,house,mansion,1,126,6,West Flanders,Flanders_zone,3
3149,3556,120.0,495000,as new,2.0,2.0,hyper equipped,,,1000,31.0,0,0,,house,apartment,0,0,4,Brussel-Capital,Brussels_zone,1
3150,3557,147.0,274000,to be done up,,3.0,,,,8780,625.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3151,3558,254.0,350000,as new,4.0,3.0,installed,,,1370,1669.0,1,47,,house,house,1,953,1,Walloon Brabant,Wallonia_zone,2
3152,3559,230.0,349500,good,3.0,6.0,installed,,,8520,458.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3154,3561,360.0,3850000,good,3.0,5.0,,,,1180,915.0,0,0,,house,house,1,720,1,Brussel-Capital,Brussels_zone,1
3156,3563,165.0,119000,,2.0,4.0,,,,9500,55.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
3157,3564,212.0,370000,good,4.0,4.0,installed,,,8020,1066.0,0,0,,house,house,1,932,1,West Flanders,Flanders_zone,3
3158,3565,527.0,2200000,as new,,10.0,hyper equipped,,,9820,17000.0,0,0,True,house,manor,0,0,12,East Flanders,Flanders_zone,3
3159,3566,210.0,670000,good,2.0,3.0,,,,1040,80.0,0,0,,house,house,0,0,1,Brussel-Capital,Brussels_zone,1
3161,3568,134.0,277000,good,4.0,4.0,semi equipped,,,5020,985.0,1,30,,house,villa,1,770,2,Namur,Wallonia_zone,2
3162,3569,137.0,165000,as new,2.0,3.0,not installed,,,7350,262.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
3163,3571,175.0,395000,to renovate,2.0,5.0,,,,1780,228.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
3164,3573,167.0,349000,good,,3.0,hyper equipped,,,8400,142.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3165,3574,185.0,340000,to renovate,2.0,4.0,not installed,,,1020,299.0,1,51,,house,town,1,200,8,Brussel-Capital,Brussels_zone,1
3166,3575,317.0,2999000,as new,,5.0,,,,8300,317.0,0,0,,house,villa,0,0,2,West Flanders,Flanders_zone,3
3167,3577,116.0,320000,good,2.0,4.0,hyper equipped,,,1800,120.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
3168,3578,172.0,230000,as new,,4.0,hyper equipped,,,8970,320.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3169,3579,400.0,1495000,good,2.0,5.0,usa hyper equipped,,,1050,190.0,1,15,,house,house,1,90,1,Brussel-Capital,Brussels_zone,1
3170,3580,540.0,3250000,as new,4.0,5.0,usa hyper equipped,,,1640,2000.0,1,70,True,house,exceptiona,1,1800,5,Flemish Brabant,Flanders_zone,3
3171,3581,122.0,320000,,,2.0,,,,1500,183.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
3172,3582,138.0,264500,,3.0,3.0,,,,9400,447.0,1,24,,house,house,0,0,1,East Flanders,Flanders_zone,3
3174,3584,136.0,199900,to be done up,4.0,3.0,semi equipped,,,7134,612.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
3175,3585,350.0,1685000,as new,4.0,4.0,,,1.0,2630,6937.0,0,0,True,house,villa,0,0,2,Antwerp,Flanders_zone,3
3176,3586,180.0,369000,,3.0,4.0,installed,,,2220,463.0,0,0,,house,house,1,315,1,Antwerp,Flanders_zone,3
3178,3588,115.0,179000,just renovated,3.0,3.0,semi equipped,,,7700,185.0,1,7,,house,house,1,115,1,Hainaut,Wallonia_zone,2
3179,3589,196.0,176000,good,3.0,2.0,semi equipped,,,6150,636.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
3180,3590,155.0,198000,good,3.0,4.0,installed,,,6730,249.0,0,0,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
3181,3591,122.0,132500,,2.0,3.0,installed,,,6200,50.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
3183,3593,318.0,575000,,2.0,4.0,semi equipped,,,3500,230.0,0,0,,house,house,0,0,1,Limburg,Flanders_zone,3
3184,3594,180.0,175000,to be done up,2.0,3.0,installed,,,4032,91.0,1,5,,house,apartment,0,0,4,Liège,Wallonia_zone,2
3185,3596,160.0,229000,to be done up,,2.0,semi equipped,,,9500,293.0,0,0,,house,town,0,0,8,East Flanders,Flanders_zone,3
3186,3598,140.0,159000,good,3.0,4.0,installed,,,6953,155.0,0,0,,house,house,1,155,1,Luxembourg,Wallonia_zone,2
3187,3599,175.0,359000,as new,,2.0,,,,8000,175.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3188,3600,242.0,449000,,2.0,2.0,installed,,,9032,174.0,1,40,,house,apartment,0,0,4,East Flanders,Flanders_zone,3
3189,3601,143.0,215000,good,,4.0,semi equipped,,,8902,337.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3190,3602,156.0,335000,to renovate,4.0,3.0,,,1.0,9120,685.0,0,0,,house,house,1,541,1,East Flanders,Flanders_zone,3
3191,3603,130.0,282000,as new,2.0,3.0,,,,8530,311.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3192,3604,129.0,238000,,,4.0,,,,8800,137.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3193,3605,165.0,340000,,,3.0,,,,1570,617.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
3194,3606,254.0,299000,to renovate,,4.0,not installed,,,9800,730.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
3196,3608,150.0,310000,to be done up,2.0,6.0,not installed,,,4020,112.0,0,0,,house,apartment,0,0,4,Liège,Wallonia_zone,2
3197,3609,170.0,309000,good,4.0,5.0,semi equipped,,,4520,891.0,1,20,,house,villa,1,600,2,Liège,Wallonia_zone,2
3198,3610,160.0,335000,good,3.0,4.0,semi equipped,,1.0,1400,280.0,1,20,,house,house,1,120,1,Walloon Brabant,Wallonia_zone,2
3199,3611,355.0,529000,as new,3.0,3.0,hyper equipped,,,3384,500.0,1,20,,house,house,1,80,1,Flemish Brabant,Flanders_zone,3
3200,3612,206.0,290500,as new,2.0,4.0,,,,8800,200.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3201,3613,96.0,325000,to renovate,2.0,3.0,,,,3001,135.0,1,6,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
3202,3614,125.0,250000,good,2.0,3.0,installed,,,1400,130.0,0,0,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
3203,3615,140.0,210000,,2.0,3.0,,,,6730,597.0,0,0,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
3204,3616,180.0,650000,as new,2.0,3.0,hyper equipped,,,8620,80.0,0,0,,house,house,1,20,1,West Flanders,Flanders_zone,3
3205,3617,138.0,108000,,,3.0,,,,4000,55.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
3206,3618,130.0,139000,good,2.0,2.0,installed,,,9600,50.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
3208,3620,484.0,1065000,to renovate,4.0,4.0,installed,,,2930,7122.0,0,0,True,house,house,0,0,1,Antwerp,Flanders_zone,3
3209,3621,177.0,458000,as new,4.0,3.0,hyper equipped,,,2400,746.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
3211,3623,135.0,210000,good,2.0,3.0,semi equipped,,,4000,824.0,0,0,,house,house,1,725,1,Liège,Wallonia_zone,2
3212,3626,177.0,250000,to be done up,4.0,4.0,not installed,,,4920,411.0,1,15,,house,house,0,0,1,Liège,Wallonia_zone,2
3213,3627,212.0,618000,as new,4.0,4.0,hyper equipped,,,3061,436.0,0,0,,house,villa,0,0,2,Flemish Brabant,Flanders_zone,3
3214,3629,147.0,292500,,2.0,3.0,installed,,,9600,234.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
3215,3630,135.0,359000,good,,3.0,hyper equipped,,,8490,377.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3216,3632,156.0,364998,,4.0,3.0,,,,1500,361.0,0,0,,house,villa,0,0,2,Flemish Brabant,Flanders_zone,3
3217,3633,140.0,650000,just renovated,2.0,3.0,hyper equipped,,,1150,220.0,1,12,,house,house,1,105,1,Brussel-Capital,Brussels_zone,1
3218,3635,210.0,845000,as new,4.0,4.0,hyper equipped,,,1950,700.0,1,22,,house,villa,1,590,2,Flemish Brabant,Flanders_zone,3
3219,3636,134.0,275000,,3.0,3.0,,,,2830,250.0,0,0,,house,house,1,75,1,Antwerp,Flanders_zone,3
3220,3637,212.0,529000,as new,3.0,5.0,,,,1933,300.0,0,0,,house,house,1,174,1,Flemish Brabant,Flanders_zone,3
3221,3638,138.0,262000,,,4.0,,,,8830,227.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3222,3639,199.0,325000,to be done up,2.0,5.0,,,,9255,334.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
3223,3640,321.0,565000,as new,3.0,3.0,hyper equipped,,,1730,187.0,1,8,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
3224,3641,386.0,1100000,as new,4.0,4.0,usa hyper equipped,,1.0,6630,1974.0,1,62,,house,villa,0,0,2,Luxembourg,Wallonia_zone,2
3225,3642,186.0,480000,,2.0,4.0,installed,,,2820,251.0,1,9,,house,house,1,144,1,Antwerp,Flanders_zone,3
3226,3645,391.0,2195000,as new,4.0,4.0,,,1.0,2500,18510.0,0,0,True,house,villa,0,0,2,Antwerp,Flanders_zone,3
3227,3647,285.0,500000,good,4.0,4.0,hyper equipped,,,6600,7940.0,0,0,,house,mixed,1,5660,3,Luxembourg,Wallonia_zone,2
3228,3648,206.0,210000,,,3.0,,,,3621,2148.0,0,0,,house,house,0,0,1,Limburg,Flanders_zone,3
3229,3649,260.0,895000,as new,2.0,5.0,hyper equipped,,,1150,250.0,1,13,,house,town,1,125,8,Brussel-Capital,Brussels_zone,1
3231,3651,90.0,147500,good,2.0,2.0,installed,,,7340,340.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
3234,3655,237.0,399000,to be done up,,5.0,installed,,,8820,141.0,0,0,,house,apartment,0,0,4,West Flanders,Flanders_zone,3
3235,3656,101.0,175000,good,3.0,2.0,semi equipped,,,4540,483.0,0,0,,house,house,1,400,1,Liège,Wallonia_zone,2
3236,3658,260.0,1180000,good,4.0,4.0,installed,,,8930,16755.0,1,100,,house,house,0,0,1,West Flanders,Flanders_zone,3
3238,3660,140.0,595000,good,3.0,3.0,usa installed,,,1150,223.0,0,0,,house,house,1,130,1,Brussel-Capital,Brussels_zone,1
3239,3661,115.0,270000,as new,,3.0,installed,,,5070,951.0,0,0,,house,villa,0,0,2,Namur,Wallonia_zone,2
3240,3662,236.0,830000,,4.0,4.0,semi equipped,,1.0,1380,3732.0,0,0,,house,house,1,3732,1,Walloon Brabant,Wallonia_zone,2
3241,3663,187.0,579000,as new,4.0,4.0,hyper equipped,,,1702,700.0,0,0,,house,villa,0,0,2,Flemish Brabant,Flanders_zone,3
3244,3666,100.0,59500,to renovate,3.0,3.0,semi equipped,,,7340,410.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
3245,3667,1280.0,1950000,just renovated,4.0,6.0,hyper equipped,,,1470,3723.0,0,0,,house,mixed,0,0,3,Walloon Brabant,Wallonia_zone,2
3246,3668,120.0,315000,as new,3.0,3.0,installed,,,6792,200.0,1,16,,house,house,1,100,1,Luxembourg,Wallonia_zone,2
3247,3669,320.0,895000,good,4.0,5.0,hyper equipped,,,3090,3664.0,1,30,,house,house,1,3664,1,Flemish Brabant,Flanders_zone,3
3248,3670,217.0,459997,,3.0,3.0,,,,9450,567.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
3249,3671,200.0,255000,good,,3.0,,,,8400,85.0,1,20,,house,house,0,0,1,West Flanders,Flanders_zone,3
3250,3672,145.0,320000,to renovate,2.0,3.0,,,,1180,342.0,0,0,,house,house,0,0,1,Brussel-Capital,Brussels_zone,1
3253,3675,290.0,920000,just renovated,2.0,5.0,usa hyper equipped,,,1180,140.0,1,43,,house,house,0,0,1,Brussel-Capital,Brussels_zone,1
3254,3676,100.0,205000,just renovated,2.0,2.0,installed,,1.0,5020,314.0,0,0,,house,house,0,0,1,Namur,Wallonia_zone,2
3255,3677,140.0,195000,,3.0,2.0,installed,,,6220,1100.0,0,0,,house,house,1,970,1,Hainaut,Wallonia_zone,2
3256,3678,304.0,825000,as new,2.0,6.0,installed,,,9000,109.0,0,0,,house,house,1,23,1,East Flanders,Flanders_zone,3
3257,3680,140.0,259900,,2.0,4.0,installed,,,4031,127.0,0,0,,house,house,1,45,1,Liège,Wallonia_zone,2
3259,3683,252.0,198000,to renovate,3.0,4.0,installed,,1.0,2350,241.0,1,1,,house,house,0,0,1,Antwerp,Flanders_zone,3
3260,3684,344.0,1090000,,,4.0,,,,8300,175.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3261,3686,150.0,495000,,,2.0,installed,,,8480,8244.0,0,0,,house,farmhouse,0,0,11,West Flanders,Flanders_zone,3
3262,3688,660.0,1650000,to be done up,4.0,4.0,,,,1390,5857.0,0,0,True,house,house,1,51,1,Walloon Brabant,Wallonia_zone,2
3263,3689,430.0,1295000,good,2.0,4.0,hyper equipped,,,1040,317.0,1,15,,house,house,1,200,1,Brussel-Capital,Brussels_zone,1
3264,3690,175.0,395000,good,4.0,3.0,hyper equipped,,,4651,2050.0,1,50,,house,villa,1,2050,2,Liège,Wallonia_zone,2
3265,3691,500.0,1850000,as new,4.0,4.0,hyper equipped,,,1380,3158.0,0,0,True,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
3266,3692,229.0,317500,good,,4.0,hyper equipped,,,8780,1117.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3267,3693,210.0,320000,good,,4.0,installed,,,8906,915.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3268,3694,101.0,565000,just renovated,4.0,2.0,,,,3001,530.0,1,49,,house,bungalow,0,0,9,Flemish Brabant,Flanders_zone,3
3269,3695,500.0,1395000,to renovate,4.0,5.0,semi equipped,,,1380,17992.0,1,68,True,house,exceptiona,0,0,5,Walloon Brabant,Wallonia_zone,2
3270,3696,230.0,480000,as new,2.0,5.0,usa installed,,,5000,219.0,1,25,,house,house,1,100,1,Namur,Wallonia_zone,2
3272,3698,105.0,120000,to be done up,2.0,4.0,installed,,,8930,258.0,0,0,,house,house,1,174,1,West Flanders,Flanders_zone,3
3273,3700,209.0,235000,good,2.0,3.0,,,,7321,360.0,1,14,,house,house,1,288,1,Hainaut,Wallonia_zone,2
3275,3702,185.0,540000,good,4.0,3.0,,,,7090,2222.0,1,25,,house,villa,0,0,2,Hainaut,Wallonia_zone,2
3276,3703,318.0,800000,as new,4.0,4.0,,,,1325,990.0,0,0,True,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
3277,3704,170.0,249000,good,,2.0,installed,,,8600,669.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3278,3705,175.0,330000,as new,4.0,3.0,hyper equipped,,,8850,465.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3279,3707,286.0,920000,good,4.0,3.0,semi equipped,,,4630,12639.0,1,20,,house,exceptiona,0,0,5,Liège,Wallonia_zone,2
3280,3708,300.0,290000,good,2.0,4.0,installed,,,4317,2863.0,0,0,,house,house,1,2863,1,Liège,Wallonia_zone,2
3281,3709,121.0,305000,good,2.0,3.0,installed,,,6750,216.0,1,15,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
3282,3710,210.0,230000,to renovate,2.0,3.0,installed,,,9660,304.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
3283,3711,242.0,195000,to renovate,2.0,5.0,semi equipped,,,7700,638.0,1,10,,house,house,1,516,1,Hainaut,Wallonia_zone,2
3286,3715,1150.0,2990000,,,14.0,installed,,,9690,1450.0,0,0,True,house,exceptiona,0,0,5,East Flanders,Flanders_zone,3
3288,3717,110.0,279000,as new,3.0,3.0,hyper equipped,yes,,4400,965.0,1,40,,house,house,1,650,1,Liège,Wallonia_zone,2
3290,3719,135.0,159000,good,2.0,3.0,semi equipped,,,7800,150.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
3291,3720,100.0,298000,as new,2.0,3.0,semi equipped,,,2660,100.0,1,16,,house,house,1,30,1,Antwerp,Flanders_zone,3
3293,3722,144.0,330000,good,,3.0,installed,,,8370,56.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3294,3723,134.0,257211,,3.0,3.0,,,,8610,265.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3295,3724,160.0,325000,as new,3.0,4.0,,,,1350,700.0,1,16,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
3297,3726,1612.0,2999999,,,30.0,,,,2660,1585.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
3299,3728,165.0,325000,as new,,3.0,installed,,,9420,138.0,1,20,,house,house,0,0,1,East Flanders,Flanders_zone,3
3300,3729,150.0,260000,as new,3.0,3.0,semi equipped,,,4600,358.0,1,11,True,house,house,1,193,1,Liège,Wallonia_zone,2
3301,3730,125.0,169000,as new,2.0,3.0,installed,,,6200,2866.0,0,0,,house,house,1,2800,1,Hainaut,Wallonia_zone,2
3302,3731,132.0,589000,,2.0,3.0,,,,9000,98.0,0,0,,house,house,1,32,1,East Flanders,Flanders_zone,3
3303,3732,465.0,1990000,as new,,3.0,installed,,1.0,1640,3500.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
3305,3735,146.0,343500,,,3.0,,,,9052,161.0,1,15,,house,house,0,0,1,East Flanders,Flanders_zone,3
3307,3737,260.0,1100000,as new,4.0,4.0,hyper equipped,,,1640,1160.0,0,0,True,house,villa,0,0,2,Flemish Brabant,Flanders_zone,3
3308,3738,140.0,348000,good,,4.0,installed,,,1420,250.0,0,0,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
3309,3739,88.0,270000,,,1.0,,,,9052,106.0,1,18,,house,house,0,0,1,East Flanders,Flanders_zone,3
3310,3740,159.0,325000,,3.0,3.0,,,,9700,228.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
3311,3741,175.0,250000,,3.0,3.0,hyper equipped,,,4540,420.0,1,10,,house,house,1,225,1,Liège,Wallonia_zone,2
3312,3742,156.0,271000,as new,,3.0,hyper equipped,,,8530,177.0,1,10,,house,house,1,21,1,West Flanders,Flanders_zone,3
3313,3743,212.0,540000,,3.0,3.0,installed,,,3120,467.0,1,30,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
3314,3744,520.0,499500,,,6.0,semi equipped,,,8570,260.0,0,0,,house,mixed,0,0,3,West Flanders,Flanders_zone,3
3316,3746,150.0,265000,good,3.0,2.0,,,,9420,460.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
3319,3750,82.0,135000,good,2.0,2.0,semi equipped,,,4101,61.0,1,16,,house,house,0,0,1,Liège,Wallonia_zone,2
3320,3751,162.0,150000,to be done up,3.0,2.0,installed,,,7331,547.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
3321,3752,156.0,349900,as new,3.0,3.0,hyper equipped,,,6724,900.0,1,10,,house,house,1,900,1,Luxembourg,Wallonia_zone,2
3322,3753,115.0,110000,good,2.0,3.0,,,,7321,288.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
3323,3754,130.0,99000,to be done up,2.0,3.0,not installed,,,4300,50.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
3324,3756,198.0,415000,good,,3.0,installed,,,8870,395.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3326,3758,340.0,649000,,4.0,6.0,,,,6600,750.0,0,0,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
3329,3761,180.0,225000,to be done up,,2.0,installed,,,8380,126.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3330,3762,331.0,445000,,,3.0,,,,3500,857.0,0,0,,house,house,0,0,1,Limburg,Flanders_zone,3
3332,3764,168.0,272000,as new,2.0,3.0,,,,8800,219.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
3333,3766,240.0,365000,as new,3.0,4.0,usa installed,,1.0,6860,691.0,1,20,,house,house,1,250,1,Luxembourg,Wallonia_zone,2
